event_info,num_ips,has_multiple_ip_ranges,unique_ip_countries,criticite
FluBot - Distribution vectors & Threat network infrastructure,0,0,0,1.0
OSINT - Unraveling SloppyLemming’s Operations Across South Asia,0,0,0,1.0
OSINT - Inside the Dragon: DragonForce Ransomware Group,5,1,1,1.0
Investigating FortiManager Zero-Day Exploitation (CVE-2024-47575),5,1,1,1.0
OSINT - Game of Emperor: Unveiling Long Term Earth Estries Cyber Intrusions,22,1,1,1.0
Operation Cobalt Whisper: Threat Actor Targets Multiple Industries Across Hong Kong and Pakistan.,8,1,1,1.0
OSINT - Threat Advisory: Oh No Cleo! Cleo Software Actively Being Exploited in the Wild,0,0,0,1.0
spearphishing campaign targeted at least 20 Autonomous System (AS) owners,1,0,1,1.0
OSINT - Lookout Discovers Two Russian Android Spyware Families from Gamaredon APT,8,1,1,1.0
OSINT - Mamba 2FA: A new contender in the AiTM phishing ecosystem,24,1,1,1.0
OSINT - The Qualcomm DSP Driver - How Serbian authorities have deployed surveillance technology and digital repression tactics,0,0,0,1.0
"""Packets everywhere!"" report about delivery abuse system and phishing",3,1,1,1.0
OSINT - Signals of Trouble: Multiple Russia-Aligned Threat Actors Actively Targeting Signal Messenger,0,0,0,1.0
"Over 2,400 IP addresses linked to Astrill VPN, often used by North Korean fake IT workers.",0,0,0,1.0
AA25-071A Stop Ransomware: Medusa Ransomware,0,0,0,1.0
Fake trademark-related invoice,0,0,0,1.0
OSINT - Threat Brief: CVE-2025-31324,18,1,1,1.0
OSINT - New Russia-affiliated actor Void Blizzard targets critical sectors for espionage,0,0,0,1.0
Malicious File Creates Network Socket and Contacts fdh32fsdfhs.shop - Kunai Analysis Report sample - 2d266ab2597c72424aa21bc00718f9a13e5836e8,0,0,0,1.0
The Spy Kittens Are Back: Rocket Kitten 2,3,1,1,1.0
The Dukes: 7 Years of Russian Espionage,31,1,1,1.0
APT28 Under the Scope - A Journey into Exfiltrating Intelligence and Government Information,0,0,0,1.0
Bookworm Trojan: A Model of Modular Architecture,0,0,0,1.0
New wave of cyberattacks against Ukrainian power industry,2,1,1,1.0
Attack Campaign on the Government of Thailand Delivers Bookworm Trojan,11,1,1,1.0
BlackEnergy by the SSHBearDoor : attacks against Ukrainian news media and electric industry,6,1,1,1.0
Sakula Reloaded,1,0,1,1.0
Targeted Malware Attacks against NGO Linked to Attacks on Burmese Government Websites - Citizen Lab,4,1,1,1.0
BOOTRASH - Fireeye,0,0,0,1.0
Packrat: Seven Years of a South American Threat Actor,13,1,1,1.0
SeaDuke - Symantec/PaloAlto,3,1,1,1.0
Operation Potao Express,38,1,1,1.0
Terracotta VPN - RSA,0,0,0,1.0
IsSpace via CVE-2015-5122 - PaloAlto,2,1,1,1.0
APT29 HammerToss - FireEye,0,0,0,1.0
BlackVine - Symantec,1,0,1,1.0
Shifting Tactics: Tracking changes in years-long espionage campaign against Tibetans,9,1,1,1.0
Ad Serving Platform Used By PUA Also Delivers Magnitude Exploit Kit,0,0,0,1.0
Ransomware - NSIS.Onion,1,0,1,1.0
Meet Remaiten â€“ a Linux bot on steroids targeting routers and potentially other IoT devices,3,1,1,1.0
Click-Fraud Ramdo Malware Family Continues to Plague Users,0,0,0,1.0
Jigsaw Ransomware Decrypted: Will delete your files until you pay the Ransom,0,0,0,1.0
Retefe is back in town,1,0,1,1.0
Malware Takes Advantage of Windows â€˜God Modeâ€™,0,0,0,1.0
EITest campaign still going strong,5,1,1,1.0
Neutrino EK and CryptXXX,3,1,1,1.0
RIG exploit kit takes on large malvertising campaign,1,0,1,1.0
Tech support scammers abuse bug in HTML5 to freeze computers,1,0,1,1.0
Ransoc Desktop Locking Ransomware Ransacks Local Files and Social Media Profiles,4,1,1,1.0
The â€œEyePyramidâ€ attacks A homebrew cyberespionage operation that took Italy by storm,0,0,0,1.0
WordPress REST API Vulnerability Abused in Defacement Campaigns,6,1,1,1.0
OFF-THE-SHELF RANSOMWARE USED TO TARGET THE HEALTHCARE SECTOR,0,0,0,1.0
Snake: Coming soon in Mac OS X flavour,1,0,1,1.0
FIN7 Evolution and the Phishing LNK,0,0,0,1.0
Kazuar: Multiplatform Espionage Backdoor with API Access,0,0,0,1.0
WannaCry: Ransomware attacks show strong links to Lazarus group,5,1,1,1.0
Multiple Groups Have Been Exploiting ETERNALBLUE Weeks Before WannaCry,2,1,1,1.0
Not Your Typical Ransomware Infection,6,1,1,1.0
"McAfee Discovers Pinkslipbot Exploiting Infected Machines as Control Servers; Releases Free Tool to Detect, Disable Trojan",3,1,1,1.0
Following the Trail of BlackTechâ€™s Cyber Espionage Campaigns,1,0,1,1.0
Poisoning the Well: Banking Trojan Targets Google Search Results,2,1,1,1.0
Silence â€“ a new Trojan attacking financial organizations,1,0,1,1.0
RickRolled by none other than IoTReaper,10,1,1,1.0
"New Targeted Attack in the Middle East by APT34, a Suspected Iranian Threat Group, Using CVE-2017-11882 Exploit",6,1,1,1.0
Criminals in a festive mood,1,0,1,1.0
Sneaky *.BAT File Leads to Spoofed Banking Page,0,0,0,1.0
Update on Pawn Storm: New Targets and Politically Motivated Campaigns,0,0,0,1.0
Argenta phishing website,0,0,0,1.0
Targeted Attacks In The Middle East,1,0,1,1.0
3 examples of malspam pushing Loki-Bot malware,3,1,1,1.0
Free Ransomware Available on Dark Web,0,0,0,1.0
Invisible resource thieves: The increasing threat of cryptocurrency miners,0,0,0,1.0
New MacOS Backdoor Linked to OceanLotus Found,0,0,0,1.0
Reversed C2 traffic from China,3,0,1,1.0
Malspam pushing Trickbot malware on Friday 2018-05-11,4,1,1,1.0
CVE-2018-8174 (VBScript Engine) and Exploit Kits,6,1,1,1.0
Taking apart a double zero-day sample discovered in joint hunt with ESET,0,0,0,1.0
RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families,8,1,1,1.0
Advanced Mobile Malware Campaign in India uses Malicious MDM,0,0,0,1.0
Attack inception: Compromised supply chain within a supply chain poses new risks,0,0,0,1.0
DHL-themed malspam reveals embedded malware in animated gif,0,0,0,1.0
PowerPool malware exploits ALPC LPE zero-day vulnerability,1,0,1,1.0
Hide and Script: Inserted Malicious URLs within Office Documentsâ€™ Embedded Videos,0,0,0,1.0
Beobank Phishing 20181203,0,0,0,1.0
More Russian language malspam pushing Shade (Troldesh) ransomware,2,1,1,1.0
"New SLUB Backdoor Uses GitHub, Communicates via Slack",0,0,0,1.0
New Mirai Variant Targets Enterprise Wireless Presentation & Display Systems,0,0,0,1.0
Emotet Gang Switches to Highly Customized Templates Utilizing Stolen Email Content from Victims,0,0,0,1.0
DNSpionage brings out the Karkoff,1,0,1,1.0
Sodinokibi ransomware exploits WebLogic Server vulnerability,1,0,1,1.0
Vulnerable Apache Jenkins exploited in the wild,0,0,0,1.0
Rig Exploit Kit sends Pitou.B Trojan,3,1,1,1.0
An Analysis of Godlua Backdoor,3,1,1,1.0
DarkUniverse â€“ the mysterious APT framework #27,0,0,0,1.0
Mobile Cyberespionage Campaign Distributed Through CallerSpy Mounts Initial Phase of a Targeted Attack,4,1,1,1.0
Ramsay: A cyberâ€‘espionage toolkit tailored for airâ€‘gapped networks,0,0,0,1.0
"Lifting the veil on DeathStalker, a mercenary triumvirate",7,1,1,1.0
Recent Qakbot (Qbot) activity,4,1,1,1.0
"""Lebanese Cedar"" APT Global Lebanese Espionage Campaign Leveraging Web Servers",5,1,1,1.0
Detecting and Preventing Malicious Domains Proactively with DNS Security,3,1,1,1.0
Disgruntled ransomware affiliate leaks the Conti gangâ€™s technical manuals,4,1,1,1.0
"TA551 (Shathak) continues pushing BazarLoader, infections lead to Cobalt Strike",2,1,1,1.0
Indicators of Compromise Associated with Hive  Ransomware,0,0,0,1.0
Domain Propagation Test,0,0,0,1.0
FontOnLake: Previously unknown malware family targeting Linux,5,1,1,1.0
Investigating APT36 or Earth Karkaddan’s Attack Chain and Malware Arsenal,3,1,1,1.0
"Phishing mail impersonating Belgian utility ""De Watergroep""",0,0,0,1.0
Backdoor Activator Malware Running Rife Through Torrents of macOS Apps,0,0,0,1.0
FakeBat delivered via several active malvertising campaigns,0,0,0,1.0
Distinctive Campaign Evolution of Pikabot Malware,3,1,1,1.0
"“Hey, This Isn’t the Right Site!” Distribution of Malware Exploiting Google Ads Tracking",0,0,0,1.0
TA547 Targets German Organizations with Rhadamanthys Stealer,1,0,1,1.0
Ransomware Evolution | How Cheated Affiliates Are Recycling Victim Data for Profit,1,0,1,1.0
Unplugging PlugX: Sinkholing the PlugX USB worm botnet,4,1,1,1.0
TargetCompany’s Linux Variant Targets ESXi Environments,0,0,0,1.0
Persistent Threats from the Kimsuky Group Using RDP Wrapper,2,1,1,1.0
Take my money: OCR crypto stealers in Google Play and App Store,0,0,0,1.0
Malspam 2016-06-24 (Locky),25,1,2,1.0
Malspam 2016-06-27,35,1,3,1.0
Malspam 2016-06-28 (Locky campaign subject: 'report'),32,1,4,1.0
Malspam 2016-06-29 (campaign subject: 'new invoice'),41,1,2,1.0
"OSINT -  Over 100,000 South Korean Users Affected by BlackMoon Campaign",8,1,3,1.0
Fake scan campaings (20160505 - 20160507) using docm - Dridex,3,1,2,1.0
