event_info,threat_level_id,num_domains,num_ips,num_urls,has_multiple_ip_ranges,unique_ip_countries,avg_domain_entropy,avg_length_of_urls,criticite
No Pineapple! –DPRK Targeting of Medical Research and Technology Sector,2,0,9,2,1,1,0.0,113.5,0.0
Untangling KNOTWEED: European private-sector offensive actor using 0-day exploits,2,6,0,1,0,0,3.3075406977382005,138.0,0.0
Disrupting SEABORGIUM’s ongoing phishing operations,2,69,0,1,0,0,3.512349139484383,108.0,0.0
Gamaredon APT targets Ukrainian government agencies in new campaign,2,3,1,25,0,1,2.8076202548698146,40.4,0.0
In the footsteps of the Fancy Bear: PowerPoint mouse-over event abused to deliver Graphite implants,2,2,0,3,0,0,3.0,213.66666666666663,0.0
Under the hood of a Doppelgänger,2,48,3,1,1,1,3.031275349690397,63.0,0.0
Amazon‑themed campaigns of Lazarus in the Netherlands and Belgium,2,0,0,0,0,0,0.0,0.0,0.0
DTrack activity targeting Europe and Latin America,2,4,0,0,0,0,3.467377644715696,0.0,0.0
The Unintentional Leak: A glimpse into the attack vectors of APT37,2,0,0,1,0,0,0.0,95.0,0.0
Bad magic: new APT found in the area of Russo-Ukrainian conflict,2,2,1,1,0,1,3.588212183045691,44.0,0.0
Cloud Atlas targets entities in Russia and Belarus amid the ongoing war in Ukraine,2,9,2,1,1,1,3.3678250644679686,120.0,0.0
"Iran: State-Backed Hacking of Activists, Journalists, Politicians",2,1,0,7,0,0,3.169925001442312,52.42857142857143,0.0
Mustang Panda APT Group Uses European Commission-Themed Lure to Deliver PlugX Malware,2,0,2,1,1,1,0.0,113.0,0.0
Suspected Chinese Threat Actors Exploiting FortiOS Vulnerability (CVE-2022-42475),2,0,0,1,0,0,0.0,75.0,0.0
Dossier Center Investigation: Prigozhin's Cyber ​​Troops,2,0,18,1,1,1,0.0,74.0,0.0
Prometei botnet improves modules and exhibits new capabilities in recent updates,2,5,10,23,1,1,3.35479038546148,40.391304347826086,0.0
New MortalKombat ransomware and Laplas Clipper malware threats deployed in financially motivated campaign,2,1,1,3,0,1,3.084962500721156,72.0,0.0
Mustang Panda Uses the Russian-Ukrainian War to Attack Europe and Asia Pacific Targets,2,0,11,1,1,1,0.0,126.0,0.0
NOBELIUM Uses Poland's Ambassador’s Visit to the U.S. to Target EU Governments Assisting Ukraine,2,1,1,3,0,1,2.646439344671016,61.66666666666666,0.0
"Blind Eagle Deploys Fake UUE Files and Fsociety to Target Colombia's Judiciary, Financial, Public, and Law Enforcement Entities",2,3,3,6,1,1,3.0935691435453663,92.16666666666669,0.0
DarkBit Ransomware Targets Israel with Command-Line Options and Optimized Encryption Routines,2,0,0,2,0,0,0.0,75.0,0.0
"NewsPenguin, a Previously Unknown Threat Actor, Targets Pakistan with Advanced Espionage Tool",2,1,2,2,1,1,3.1219280948873624,83.5,0.0
Gamaredon (Ab)uses Telegram to Target Ukrainian Organizations,2,0,26,8,1,1,0.0,31.5,0.0
CrowdStrike Falcon Platform Detects and Prevents Active Intrusion Campaign Targeting 3CXDesktopApp Customers,2,21,0,6,0,0,3.557871000074396,83.16666666666667,0.0
"Sweet QuaDreams A First Look at Spyware Vendor QuaDream’s Exploits, Victims, and Customers",1,164,0,2,0,0,3.324001722229441,131.5,0.0
X_Trader Supply Chain Attack Affects Critical Infrastructure Organizations in U.S. and Europe,1,0,0,3,0,0,0.0,77.66666666666667,0.0
WIP26 Espionage | Threat Actors Abuse Cloud Infrastructure in Targeted Telco Attacks,2,0,1,11,0,1,0.0,59.36363636363637,0.0
Minas – on the way to complexity,2,0,0,1,0,0,0.0,67.0,0.0
CloudWizard APT: the bad magic story goes on,2,1,1,1,0,1,3.238901256602631,46.0,0.0
AA23-136A StopRansomware BianLian Ransomware Group,2,0,0,2,0,0,0.0,76.0,0.0
Cadet Blizzard emerges as a novel and distinct Russian threat actor,1,1,1,1,0,1,3.546593564294939,125.0,0.0
IoT devices and Linux-based systems targeted by OpenSSH trojan campaign,1,47,6,1,1,1,3.1959416284458184,129.0,0.0
Chinese Threat Actors Targeting Europe in SmugX Campaign,1,2,4,1,1,1,3.176664970139768,94.0,0.0
Charming Kitten Updates POWERSTAR with an InterPlanetary Twist,1,2,0,8,0,0,3.457194023396052,75.125,0.0
Void Rabisu’s Use of RomCom Backdoor Shows a Growing Shift in Threat Actors’ Goals,2,56,2,1,1,1,3.34291612947682,116.0,0.0
Analysis of Storm-0558 techniques for unauthorized email access,1,0,38,1,1,1,0.0,121.0,0.0
Midnight Blizzard conducts targeted social engineering over Microsoft Teams,2,5,0,1,0,0,3.106890595608519,133.0,0.0
German Embassy Lure: Likely Part of Campaign Against NATO Aligned Ministries of Foreign Affairs,1,3,0,1,0,0,3.459331803229037,122.0,0.0
Void Rabisu Targets Female Political Leaders with New Slimmed-Down ROMCOM Variant,2,9,0,3,0,0,3.4123697918067197,84.33333333333333,0.0
ToddyCat: Keep calm and check logs,2,2,0,3,0,0,3.095795255000934,60.333333333333336,0.0
Windows version of the Bibi Wiper by BiBiGun,2,0,0,1,0,0,0.0,59.0,0.0
MuddyWater eN-Able spear-phishing with new TTPs,2,0,4,7,1,1,0.0,53.285714285714285,0.0
The attack against Danish critical infrastructure,1,0,13,11,1,1,0.0,42.0,0.0
Sandworm Disrupts Power in Ukraine Using a Novel Attack Against Operational Technology,2,0,5,1,1,1,0.0,94.0,0.0
Barracuda Email Security Gateway Appliance (ESG) Vulnerability,2,0,11,1,1,1,0.0,57.0,0.0
Peach Sandstorm delivers FalseFont to defense sector,2,1,0,1,0,0,3.7081320646586016,59.0,0.0
Seedworm: Iranian Hackers Target Telecoms Orgs in North and East Africa,2,0,7,1,1,1,0.0,106.0,0.0
Gaza Cybergang | Unified Front Targeting Hamas Opposition,2,19,0,1,0,0,3.33907332106499,89.0,0.0
Cutting Edge: Suspected APT Targets Ivanti Connect Secure VPN in New Zero-Day Exploitation,2,1,0,2,0,0,3.4182958340544896,128.5,0.0
New TTPs observed in Mint Sandstorm campaign targeting high-profile individuals at universities and research orgs,2,8,0,1,0,0,3.1014064822981453,171.0,0.0
Russian threat group COLDRIVER expands its targeting of Western officials to include the use of malware,2,0,0,2,0,0,0.0,59.5,0.0
NSPX30: A sophisticated AitM-enabled implant evolving since 2005,1,0,0,1,0,0,0.0,98.0,0.0
ESET takes part in global operation to disrupt the Grandoreiro banking trojan,2,0,13,1,1,1,0.0,116.0,0.0
Turkish espionage campaigns in the Netherlands,2,2,5,1,1,1,3.209454401720575,63.0,0.0
Backdoor Activator Malware Running Rife Through Torrents of macOS Apps,3,4,0,2,0,0,3.341288650302604,84.0,1.0
The Nine Lives of Commando Cat: Analysing a Novel Malware Campaign Targeting Docker,2,0,2,1,1,1,0.0,112.0,0.0
"MOD Netherlands uncovers COATHANGER, a stealthy Chinese FortiGate RAT",1,0,0,2,0,0,0.0,67.5,0.0
Thanksgiving 2023 security incident,2,1,2,1,1,1,3.095795255000934,63.0,0.0
HrServ – Previously unknown web shell used in APT attack,2,0,0,1,0,0,0.0,51.0,0.0
BlueNoroff: new Trojan attacking macOS users,2,0,0,3,0,0,0.0,65.66666666666667,0.0
A hack in hand is worth two in the bush,2,0,0,1,0,0,0.0,70.0,0.0
StripedFly: Perennially flying under the radar,2,3,0,13,0,0,4.091300215591525,37.15384615384615,0.0
Exploring the Latest Mispadu Stealer Variant,2,4,0,6,0,0,3.321422368037471,51.5,0.0
ApateWeb: An Evasive Large-Scale Scareware and PUP Delivery Campaign,2,12,10,1,1,1,3.550046012162873,77.0,0.0
PAPERWALL Chinese Websites Posing as Local News Outlets Target Global Audiences with Pro-Beijing Content,2,0,9,1,1,1,0.0,111.0,0.0
PRC State-Sponsored Actors Compromise and Maintain Persistent Access to U.S. Critical Infrastructure,1,0,2,2,1,1,0.0,67.0,0.0
PORTAL KOMBAT A structured and coordinated pro-Russian propaganda network,2,193,13,2,1,1,3.397201528622396,102.0,0.0
Zip uploaded from Iran exploiting cve-2023-38831,2,0,0,4,0,0,0.0,97.75,0.0
Russia-Aligned TAG-70 Targets European Government and Military Mail Servers in New Espionage Campaign,2,4,8,1,1,1,3.3301666480500334,61.0,0.0
The (D)Evolution of Pikabot,3,0,13,1,1,1,0.0,67.0,1.0
CVE-2024-21412: Water Hydra Targets Traders With Microsoft Defender SmartScreen Zero-Day,2,4,5,1,1,1,3.4314985573835246,116.0,0.0
Earth Preta Campaign Uses DOPLUGS to Target Asia,2,11,18,4,1,1,3.27311824256132,46.25,0.0
Kryptina RaaS | From Underground Commodity to Open Source Threat,3,0,0,1,0,0,0.0,96.0,1.0
When Cats Fly: Suspected Iranian Threat Actor UNC1549 Targets Israeli and Middle East Aerospace and Defense Sectors,1,136,0,1,0,0,3.3815798470103027,92.0,0.0
Magnet Goblin Targets Publicly Facing Servers Using 1-Day Vulnerabilities,2,7,5,18,1,1,3.517357523542608,37.61111111111112,0.0
FakeBat delivered via several active malvertising campaigns,3,13,0,6,0,0,3.2430071595941383,53.16666666666666,1.0
From Albania to the Middle East: The Scarred Manticore is Listening,2,0,0,1,0,0,0.0,104.0,0.0
"Astaroth, Mekotio & Ousaban abusing Google Cloud Run in LATAM-focused malware campaigns",3,29,1,20,0,1,3.14254020240504,43.9,1.0
Coyote: A multi-stage banking Trojan abusing the Squirrel installer,3,7,0,1,0,0,3.3652667017566027,64.0,1.0
Ongoing ITG05 operations leverage evolving malware arsenal in global campaigns,2,28,4,1,1,1,3.5058404555287237,73.0,0.0
Security Brief: TA450 Uses Embedded Links in PDF Attachments in Latest Campaign,2,0,0,5,0,0,0.0,62.8,0.0
Inside the Rabbit Hole: BunnyLoader 3.0 Unveiled,2,0,8,2,1,1,0.0,57.5,0.0
APT29 Uses WINELOADER to Target German Political Parties,1,0,1,5,0,1,0.0,51.0,0.0
Distinctive Campaign Evolution of Pikabot Malware,3,0,3,4,1,1,0.0,41.0,1.0
"“Hey, This Isn’t the Right Site!” Distribution of Malware Exploiting Google Ads Tracking",3,0,0,13,0,0,0.0,36.23076923076923,1.0
TA547 Targets German Organizations with Rhadamanthys Stealer,3,1,1,2,0,1,3.4594316186372973,74.0,1.0
Starry Addax targets human rights defenders in North Africa with new malware,2,2,0,5,0,0,3.0559746670402217,27.4,0.0
ScrubCrypt Deploys VenomRAT with an Arsenal of Plugins,2,6,0,5,0,0,3.277613436819115,48.8,0.0
The New Version of JsOutProx is Attacking Financial Institutions in APAC and MENA via GitLab Abuse,2,5,4,10,1,1,2.5,46.3,0.0
ArcaneDoor - New espionage-focused campaign found targeting perimeter network devices,2,0,60,1,1,1,0.0,119.0,0.0
Ransomware Evolution | How Cheated Affiliates Are Recycling Victim Data for Profit,3,3,1,3,0,1,4.602387458392752,51.333333333333336,1.0
Securonix Threat Research Security Advisory: Analysis of Ongoing FROZEN#SHADOW Attack Campaign Leveraging SSLoad Malware and RMM Software for Domain Takeover,2,16,4,2,1,1,3.2229571198540032,69.0,0.0
ToddyCat is making holes in your infrastructure,2,1,2,5,1,1,2.873140679513133,47.4,0.0
Unplugging PlugX: Sinkholing the PlugX USB worm botnet,3,0,4,1,1,1,0.0,77.0,1.0
Eight Arms to Hold You: The Cuttlefish Malware,2,0,1,25,0,1,0.0,36.64,0.0
Analysis and Detection of CLOUD#REVERSER: An Attack Involving Threat Actors Compromising Systems Using A Sophisticated Cloud-Based Malware,2,0,1,1,0,1,0.0,168.0,0.0
Tiny BackDoor Goes Undetected – Suspected Turla leveraging MSBuild to Evade detection,2,0,0,1,0,0,0.0,107.0,0.0
Ikaruz Red Team | Hacktivist Group Leverages Ransomware for Attention Not Profit,2,0,0,1,0,0,0.0,112.0,0.0
TargetCompany’s Linux Variant Targets ESXi Environments,3,0,0,4,0,0,0.0,69.75,1.0
Operation Crimson Palace: Sophos threat hunting unveils multiple clusters of Chinese state-sponsored activity targeting Southeast Asian government,2,8,38,1,1,1,2.998379575404901,175.0,0.0
Malicious activities linked to the Nobelium intrusion set,1,3,0,8,0,0,3.3171851973336466,40.0,0.0
New North-Korean based backdoor packs a punch,2,0,1,8,0,1,0.0,55.25,0.0
MuddyWater replaces Atera by custom MuddyRot implant in a recent campaign,2,0,2,1,1,1,0.0,97.0,0.0
Malicious Inauthentic Falcon Crash Reporter Installer Distributed to German Entity via Spearphishing Website,3,0,1,3,0,1,0.0,67.66666666666667,1.0
Impact of FrostyGoop ICS Malware on Connected OT Systems,1,0,0,3,0,0,0.0,67.66666666666667,0.0
A Dive into Earth Baku’s Latest Campaign,2,7,3,1,1,1,3.131678703185669,78.0,0.0
EastWind campaign: new CloudSorcerer attacks on government organizations in Russia,1,0,0,1,0,0,0.0,52.0,0.0
"Iranian backed group steps up phishing campaigns against Israel, U.S.",3,13,2,19,1,1,3.4790134273639337,50.10526315789474,1.0
State-backed attackers and commercial surveillance vendors repeatedly use the same exploits,1,0,0,5,0,0,0.0,66.6,0.0
Predator Spyware Infrastructure Returns Following Exposure and Sanctions,2,8,8,1,1,1,3.3140632642857395,108.0,0.0
Threat analysis: Beast Ransomware,2,0,0,2,0,0,0.0,45.0,0.0
Beyond the Surface: the evolution and expansion of the SideWinder APT group,2,100,0,1,0,0,3.192545318891366,45.0,0.0
Secret Blizzard compromising Storm-0156 infrastructure for espionage / Snowblind: The Invisible Hand of Secret Blizzard,1,2,44,2,1,1,2.8820488277869583,112.0,0.0
BlueAlpha Abuses Cloudflare Tunneling Service for GammaDrop Staging Infrastructure,2,7,1,2,0,1,3.616874605956222,74.5,0.0
"ICS Threat Analysis: New, Experimental Malware Can Kill Engineering Processes",2,4,1,3,0,1,3.1801988137502333,67.0,0.0
Phorpiex - Downloader Delivering Ransomware,2,0,1,2,0,1,0.0,41.5,0.0
UAC-0063: Cyber Espionage Operation Expanding from Central Asia,2,3,0,1,0,0,3.470856787035558,118.0,0.0
Persistent Threats from the Kimsuky Group Using RDP Wrapper,3,0,2,1,1,1,0.0,33.0,1.0
Take my money: OCR crypto stealers in Google Play and App Store,3,6,0,4,0,0,3.226479465285696,58.75,1.0
CVE-2025-0411: Ukrainian Organizations Targeted in Zero-Day Campaign and Homoglyph Attacks,2,10,1,14,0,1,3.5469910145402146,47.57142857142857,0.0
Operation AkaiRyū: MirrorFace invites Europe to Expo 2025 and revives ANEL backdoor,2,2,5,1,1,1,4.615587948133795,124.0,0.0
10 Things I Hate About Attribution: RomCom vs. TransferLoader,2,108,0,1,0,0,3.422783374043243,109.0,0.0
Houken seeking a path by living on the edge with zero-days,2,1,8,2,1,1,2.235926350629033,56.5,0.0
The Spy Kittens Are Back: Rocket Kitten 2,3,2,3,1,1,1,2.735443838430929,96.0,1.0
The Dukes: 7 Years of Russian Espionage,3,19,31,0,1,1,3.322617339730614,0.0,1.0
WitchCoven: Exploiting Web Analytics to Ensnare Victims,3,3,0,4,0,0,3.085272945097796,47.75,1.0
APT28 Under the Scope - A Journey into Exfiltrating Intelligence and Government Information,3,5,0,0,0,0,2.699784111968647,0.0,1.0
Remtasu obtaining Facebook accounts,1,0,0,0,0,0,0.0,0.0,0.0
Bookworm Trojan: A Model of Modular Architecture,3,11,0,0,0,0,2.867070293871509,0.0,1.0
New wave of cyberattacks against Ukrainian power industry,3,0,2,0,1,1,0.0,0.0,1.0
Attack Campaign on the Government of Thailand Delivers Bookworm Trojan,3,76,11,0,1,1,2.9999738300897385,0.0,1.0
BlackEnergy by the SSHBearDoor : attacks against Ukrainian news media and electric industry,3,0,6,0,1,1,0.0,0.0,1.0
In Pursuit of Optical Fibers and Troop Intel: Targeted Attack Distributes PlugX in Russia,3,25,2,13,1,1,3.208177576039589,53.38461538461539,1.0
Sakula Reloaded,3,7,1,0,0,1,3.178845496952829,0.0,1.0
Backdoor.Cadelspy and Backdoor.Remexi - Symantec,3,4,0,0,0,0,3.578354799318585,0.0,1.0
Targeted Malware Attacks against NGO Linked to Attacks on Burmese Government Websites - Citizen Lab,3,15,4,5,1,1,3.279542359854773,47.8,1.0
BOOTRASH - Fireeye,3,0,0,0,0,0,0.0,0.0,1.0
Packrat: Seven Years of a South American Threat Actor,3,67,13,6,1,1,3.288394550970062,61.66666666666666,1.0
LOWBOW - FireEye,3,3,1,3,0,1,3.1549631327831427,65.33333333333333,1.0
China Peace Palace attacks - ThreatConnect,3,8,0,0,0,0,3.3776542029506382,0.0,1.0
Duke Cloud Linux - F-Secure,3,5,2,7,1,1,3.22691378125549,46.142857142857146,1.0
Maldoc Cybersecurity in the EU Common Security and Defense Policy,1,1,1,1,0,1,2.2516291673878226,53.0,0.0
SeaDuke - Symantec/PaloAlto,3,12,3,1,1,1,3.341913111953754,51.0,1.0
Operation Potao Express,3,6,38,0,1,1,3.5955699262145013,0.0,1.0
Terracotta VPN - RSA,3,12,0,3,0,0,2.918676919967504,39.0,1.0
IsSpace via CVE-2015-5122 - PaloAlto,3,4,2,1,1,1,3.312354261871794,141.0,1.0
New Malware â€˜Roverâ€™ Targets Indian Ambassador to Afghanistan,2,0,1,3,0,1,0.0,44.333333333333336,0.0
APT29 HammerToss - FireEye,3,2,0,2,0,0,3.3027227528624894,29.0,1.0
Butterfly/WildNeutron - Symantec / Kaspersky,3,9,4,1,1,1,3.4934336598183395,47.0,1.0
BlackVine - Symantec,3,50,1,0,0,1,3.1905574131995995,0.0,1.0
"New Android Trojan â€œXbotâ€ Phishes Credit Cards and Bank Accounts, Encrypts Devices for Ransom",2,1,2,8,1,1,3.321928094887362,32.375,0.0
A Look Into Fysbis: Sofacyâ€™s Linux Backdoor,2,3,1,0,0,1,3.5894003143381368,0.0,0.0
ELF Linux/Torte infection (in Wordpress) - MMD-0050-2016,2,4,4,0,1,1,3.3927474104487847,0.0,0.0
A case of java trojan (downloader/RCE) for remote minerd hack - MMD-0049-2016,2,0,1,0,0,1,0.0,0.0,0.0
DDOS.TF = (new) ELF & Win32 DDoS service with ASP + PHP/MySQL MOF webshells - MMD-0048-2016,2,2,6,0,1,1,2.565559809613717,0.0,0.0
Letâ€™s ride with TeslaCrypt,2,0,1,11,0,1,0.0,37.0,0.0
The return of HackingTeam with new implants for OS X,2,0,1,0,0,1,0.0,0.0,0.0
Angler EK send Teslacrypt,2,5,4,0,1,1,3.6049750613478486,0.0,0.0
New OS X Ransomware KeRanger Infected Transmission BitTorrent Client Installer,2,3,0,3,0,0,2.1556390622295662,27.0,0.0
Macro Malware Associated With Dridex Finds New Ways to Hide,3,0,0,6,0,0,0.0,41.833333333333336,1.0
Shifting Tactics: Tracking changes in years-long espionage campaign against Tibetans,3,12,9,3,1,1,3.702869035715824,52.66666666666666,1.0
PowerSniff Malware Used in Macro-based Attacks,3,7,0,0,0,0,3.576955674063773,0.0,1.0
PETYA Crypto-ransomware Overwrites MBR to Lock Users Out of Their Computers,3,0,0,0,0,0,0.0,0.0,1.0
Ad Serving Platform Used By PUA Also Delivers Magnitude Exploit Kit,3,1,0,1,0,0,3.0220552088742005,25.0,1.0
"SAMSAM: THE DOCTOR WILL SEE YOU, AFTER HE PAYS THE RANSOM",2,0,0,1,0,0,0.0,36.0,0.0
Ransomware - NSIS.Onion,3,1,1,3,0,1,3.1219280948873624,102.0,1.0
Meet Remaiten â€“ a Linux bot on steroids targeting routers and potentially other IoT devices,3,0,3,0,1,1,0.0,0.0,1.0
KillDisk and BlackEnergy Are Not Just Energy Sector Threats,2,0,9,0,1,1,0.0,0.0,0.0
Large malvertising campaign hits popular Dutch websites,2,2,2,1,1,1,3.633421651762279,91.0,0.0
Click-Fraud Ramdo Malware Family Continues to Plague Users,3,108,0,1,0,0,3.4200664513612207,64.0,1.0
Jigsaw Ransomware Decrypted: Will delete your files until you pay the Ransom,3,0,0,1,0,0,0.0,122.0,1.0
Retefe is back in town,3,1,1,1,0,1,2.8453509366224368,63.0,1.0
Looking Into a Cyber-Attack Facilitator in the Netherlands,2,64,0,1,0,0,3.353353056445211,118.0,0.0
Malware Takes Advantage of Windows â€˜God Modeâ€™,3,0,0,1,0,0,0.0,80.0,1.0
Operation Groundbait: Espionage in Ukrainian war zones,2,8,6,2,1,1,2.9108281553921813,55.0,0.0
EITest campaign still going strong,3,6,5,0,1,1,3.486126481944868,0.0,1.0
Malware used in the Cyberespionage against RUAG,2,0,0,17,0,0,0.0,50.64705882352941,0.0
"The Kelihos & Severa; the ""All Out"" version",3,0,10,2,1,1,0.0,73.0,1.0
Neutrino EK and CryptXXX,3,4,3,1,1,1,3.229847784879873,65.0,1.0
Windows Background Intelligent Transfer Service (BITS) used to download malware,2,19,0,1,0,0,3.066372101276877,58.0,0.0
New Sofacy Attacks Against US Government Agency,2,5,1,1,0,1,3.0597868747731027,106.0,0.0
Mofang: A politically motivated information stealing adversary,1,18,24,1,1,1,3.3214603530974824,97.0,0.0
Patchwork â€“ Targeted Attack (APT),2,53,56,6,1,1,3.289259320302377,49.333333333333336,0.0
Group5: Syria and the Iranian Connection,1,0,1,1,0,1,0.0,44.0,0.0
Oracle PoS hack,2,4,62,5,1,1,3.5695030598628974,56.0,0.0
Operation Ghoul: targeted attacks on industrial and engineering organizations,1,16,1,19,0,1,3.4466300115049964,57.63157894736842,0.0
"PokÃ©mon-themed Umbreon Linux Rootkit Hits x86, ARM Systems",2,0,0,2,0,0,0.0,78.0,0.0
RIG exploit kit takes on large malvertising campaign,3,1,1,1,0,1,3.2516291673878226,111.0,1.0
Threat Spotlight: GozNym,2,6,0,1,0,0,3.362971037039189,46.0,0.0
OilRig Malware Campaign Updates Toolset and Expands Targets,3,6,0,1,0,0,3.237433710395838,118.0,1.0
Tech support scammers abuse bug in HTML5 to freeze computers,3,0,1,3,0,1,0.0,67.66666666666667,1.0
Pawn Storm Ramps Up Spear-phishing Before Zero-Days Get Patched,2,15,0,1,0,0,3.453717490017145,123.0,0.0
Ransoc Desktop Locking Ransomware Ransacks Local Files and Social Media Profiles,3,5,4,1,1,1,3.5509714156415884,126.0,1.0
New Carbanak / Anunak Attack Methodology,2,0,4,10,1,1,0.0,34.3,0.0
COBALT Logical attacks on ATMs,3,0,6,8,1,1,0.0,33.125,1.0
New wave of Mirai attacking home routers,2,3,15,3,1,1,2.973127315215457,92.0,0.0
The rise of TeleBots: Analyzing disruptive KillDisk attacks,2,0,3,2,1,1,0.0,74.0,0.0
Spear Phishing Attack Hits Industrial Companies,3,44,3,1,1,1,3.363058863542807,90.0,1.0
The â€œEyePyramidâ€ attacks A homebrew cyberespionage operation that took Italy by storm,3,11,0,2,0,0,3.263198886898323,100.5,1.0
Carbanak group uses Google for malware command-and-control,2,0,0,9,0,0,0.0,85.11111111111111,0.0
Evil: A poor manâ€™s ransomware in JavaScript,3,0,0,1,0,0,0.0,77.0,1.0
Nile Phish: Large-Scale Phishing Campaign Targeting Egyptian Civil Society,2,35,3,1,1,1,3.369430206459308,48.0,0.0
"Several polish banks hacked, information stolen by unknown attackers",2,1,29,6,1,1,3.4182958340544896,70.16666666666667,0.0
WordPress REST API Vulnerability Abused in Defacement Campaigns,3,0,6,2,1,1,0.0,93.5,1.0
Covert Channels and Poor Decisions: The Tale of DNSMessenger,3,106,0,2,0,0,2.785524745286444,110.5,1.0
OFF-THE-SHELF RANSOMWARE USED TO TARGET THE HEALTHCARE SECTOR,3,0,0,4,0,0,0.0,71.5,1.0
Snake: Coming soon in Mac OS X flavour,3,1,1,1,0,1,2.9219280948873623,73.0,1.0
Dridex and Locky Return Via PDF Attachments in Latest Campaigns,3,0,8,18,1,1,0.0,23.5,1.0
FIN7 Evolution and the Phishing LNK,3,1,0,4,0,0,3.095795255000934,39.0,1.0
Kazuar: Multiplatform Espionage Backdoor with API Access,3,0,0,4,0,0,0.0,65.0,1.0
Seamless Campaign using Rig Exploit Kit to send Ramnit Trojan,3,0,3,1,1,1,0.0,102.0,1.0
EternalBlue Exploit Actively Used to Deliver Remote Access Trojans,2,4,6,10,1,1,3.223993240415071,40.3,0.0
WannaCry: Ransomware attacks show strong links to Lazarus group,3,0,5,1,1,1,0.0,98.0,1.0
Multiple Groups Have Been Exploiting ETERNALBLUE Weeks Before WannaCry,3,0,2,1,1,1,0.0,82.0,1.0
Not Your Typical Ransomware Infection,3,4,6,1,1,1,3.114520879296466,71.0,1.0
TrickBotâ€™s bag of tricks,3,0,33,1,1,1,0.0,93.0,1.0
Industroyer: Biggest threat to industrial control systems since Stuxnet,2,0,5,1,1,1,0.0,110.0,0.0
"McAfee Discovers Pinkslipbot Exploiting Infected Machines as Control Servers; Releases Free Tool to Detect, Disable Trojan",3,0,3,1,1,1,0.0,169.0,1.0
Following the Trail of BlackTechâ€™s Cyber Espionage Campaigns,3,2,1,1,0,1,3.203634114808694,111.0,1.0
New KONNI Campaign References North Korean Missile Capabilities,3,1,0,1,0,0,2.5032583347756456,97.0,1.0
"Real News, Fake Flash: Mac OS X Users Targete",3,2,3,1,1,1,3.33282650288442,86.0,1.0
Poisoning the Well: Banking Trojan Targets Google Search Results,3,36,2,2,1,1,3.379045923575976,85.0,1.0
Silence â€“ a new Trojan attacking financial organizations,3,0,1,1,0,1,0.0,41.0,1.0
RickRolled by none other than IoTReaper,3,3,10,1,1,1,3.1808898446664693,81.0,1.0
"New Targeted Attack in the Middle East by APT34, a Suspected Iranian Threat Group, Using CVE-2017-11882 Exploit",3,3,6,3,1,1,3.344923386868409,46.333333333333336,1.0
Criminals in a festive mood,3,0,1,8,0,1,0.0,46.875,1.0
Sneaky *.BAT File Leads to Spoofed Banking Page,3,0,0,1,0,0,0.0,99.0,1.0
Update on Pawn Storm: New Targets and Politically Motivated Campaigns,3,11,0,1,0,0,3.2059232645522324,121.0,1.0
Korea In The Crosshairs,3,0,0,14,0,0,0.0,53.285714285714285,1.0
Microsoft Office Vulnerabilities Used to Distribute Zyklon Malware in Recent Campaign,2,1,10,1,1,1,3.095795255000934,124.0,0.0
Reviewing the spam filters: Malspam pushing Gozi-ISFB,3,6,22,1,1,1,3.4191231058798266,92.0,1.0
Argenta phishing website,3,0,0,4,0,0,0.0,41.25,1.0
Flash 0 Day In The Wild: Group 123 At The Controls,1,0,0,9,0,0,0.0,64.88888888888889,0.0
Targeted Attacks In The Middle East,3,6,1,1,0,1,3.255054611035779,78.0,1.0
3 examples of malspam pushing Loki-Bot malware,3,3,3,1,1,1,2.973851389610045,86.0,1.0
Free Ransomware Available on Dark Web,3,0,0,4,0,0,0.0,71.25,1.0
Sofacy Attacks Multiple Government Entities,2,1,0,2,0,0,3.3927474104487847,92.0,0.0
Invisible resource thieves: The increasing threat of cryptocurrency miners,3,0,0,1,0,0,0.0,134.0,1.0
CVE-2018-4878 (Flash Player up to 28.0.0.137) and Exploit Kits,2,3,3,1,1,1,3.5586869735326534,61.0,0.0
New MacOS Backdoor Linked to OceanLotus Found,3,3,0,1,0,0,3.30919774942337,106.0,1.0
Reversed C2 traffic from China,3,0,3,1,0,1,0.0,71.0,1.0
Malspam pushing Trickbot malware on Friday 2018-05-11,3,1,4,1,1,1,3.4104172527605194,92.0,1.0
New VPNFilter malware targets at least 500K networking devices worldwide,1,1,13,18,1,1,3.180832987205441,54.66666666666666,0.0
CVE-2018-8174 (VBScript Engine) and Exploit Kits,3,1,6,1,1,1,3.321928094887362,61.0,1.0
DHL-Themed malspam with links to .js file downloader,3,3,6,11,1,1,3.565829855667402,70.27272727272727,1.0
CVE-2018-8174 (VBScript Engine) and Exploit Kits,2,3,7,1,1,1,3.384965879123628,71.0,0.0
The King is dead. Long live the King!,2,1,0,1,0,0,3.6537567082870015,66.0,0.0
MirageFox: APT15 Resurfaces With New Tools Based On Old Ones,2,1,0,2,0,0,3.5342190211803404,83.5,0.0
Taking apart a double zero-day sample discovered in joint hunt with ESET,3,0,0,1,0,0,0.0,133.0,1.0
Down but Not Out: A Look Into Recent Exploit Kit Activities,2,4,10,6,1,1,3.5142681128956528,64.16666666666667,0.0
