,event_info,num_ips,has_multiple_ip_ranges,unique_ip_countries,critical
971,M2M -  #LokiBot goes  with SWIFT theme,1,0,1,1.0
972,"OSINT -  McAfee Discovers Pinkslipbot Exploiting Infected Machines as Control Servers; Releases Free Tool to Detect, Disable Trojan",0,0,0,1.0
973,Malspam 2017-06-21 'Job Application',43,1,1,1.0
974,M2M -  #trickbot Facture ### via .zip/.WSF,55,1,1,1.0
975,"M2M -  Locky 2017-06-21 : Affid=3 : ""Copy of Invoice 87654321"" - ""87654321.zip""",1,0,1,1.0
976,M2M -  phishing URLs,10,1,1,1.0
977,M2M -  Emailing: ########.jpg zip|wsf,27,1,1,1.0
978,"M2M -  Trickbot 2017-06-27 : mac1 : ""facture 654321"" - ""abonneau_654321.docm""",60,1,1,1.0
979,OSINT - DÃ©jÃ  vu: Petya ransomware appears with SMB propagation capabilities,0,0,0,1.0
980,OSINT - New Variant of Petya Ransomware Spreading Like Wildfire,0,0,0,1.0
981,OSINT - The MeDoc Connection,2,1,1,1.0
982,OSINT - Analysis of TeleBotsâ€™ cunning backdoor,0,0,0,1.0
983,OSINT - New KONNI Campaign References North Korean Missile Capabilities,1,0,1,1.0
984,OSINT - SpyDealer: Android Trojan Spying on More Than 40 Apps,87,1,1,1.0
985,OSINT - Spam Campaign Delivers Cross-platform Remote Access Trojan Adwind,1,0,1,1.0
986,OSINT - LockPoS Joins the Flock,0,0,0,1.0
987,M2M -  Encrypted Docx Campaign,5,1,1,1.0
988,M2M -  #trickbot Lloyds Bank,19,1,1,1.0
989,OSINT - Recent Winnti Infrastructure and Samples,0,0,0,1.0
990,OSINT - Unravelling .NET with the Help of WinDBG,0,0,0,1.0
991,OSINT - Rurktar - Spyware under Construction,0,0,0,1.0
992,OSINT - Linux.Bew: un backdoor para el minado de Bitcoin,2,1,1,1.0
993,"OSINT - CowerSnail, from the creators of SambaCry",0,0,0,1.0
994,OSINT - A new era in mobile banking Trojans,0,0,0,1.0
995,"OSINT - Real News, Fake Flash: Mac OS X Users Targeted",4,1,1,1.0
996,OSINT - FIN7/Carbanak threat actor unleashes Bateleur JScript backdoor,9,1,1,1.0
997,"OSINT - A Look at JS_POWMET, a Completely Fileless Malware",0,0,0,1.0
998,OSINT - TwoFace Webshell: Persistent Access Point for Lateral Movement,0,0,0,1.0
999,OSINT - Tale of the Two Payloads â€“ TrickBot and Nitol,0,0,0,1.0
1000,"OSINT - APT28 Targets Hospitality Sector, Presents Threat to Travelers",0,0,0,1.0
1001,OSINT - Fake Snapchat in Google Play Store,0,0,0,1.0
1002,OSINT - The Blockbuster Saga Continues,9,1,1,1.0
1003,OSINT - EngineBox Malware Supports 10+ Brazilian Banks,1,0,1,1.0
1004,"OSINT - Emotet, New high-volume spam campaign has links pointing to malicious documents that download banking Trojan",0,0,0,1.0
1005,OSINT - Malware uncovered by ESET researchers aimed at gamers,0,0,0,1.0
1006,OSINT - Meet Ovidiy Stealer: Bringing credential theft to the masses,0,0,0,1.0
1007,Malspam 2017-08-25 'Your Sage subscription invoice is ready',12,1,1,1.0
1008,Malspam 2017-08-24 'Bill-',1,0,1,1.0
1009,OSINT - New Version of â€œTrickbotâ€ Adds Worm Propagation Module,0,0,0,1.0
1010,OSINT - WAP-billing Trojan-Clickers on rise,0,0,0,1.0
1011,"M2M -  Trickbot 2017-06-14 : mac1 : ""Emailing: 123456789"" - ""123456789.PDF""",61,1,1,1.0
1012,Malspam 2017-08-25 'New voice message',4,1,1,1.0
1013,OSINT - Operation RAT Cook: Chinese APT actors use fake Game of Thrones leaks as lures,1,0,1,1.0
1014,OSINT - Ukrainian Financial Institutions Targeted by Wave of Malicious EPS File Attacks,0,0,0,1.0
1015,OSINT - Ursnif variant found using mouse movement for decryption and evasion,0,0,0,1.0
1016,OSINT - The ZAYKA and NOOB CryptoMix Ransomware Variants Released in Quick Succession,0,0,0,1.0
1017,OSINT - Reyptson Ransomware Spams Your Friends by Stealing Thunderbird Contacts,0,0,0,1.0
1018,OSINT - New Arena Crysis Ransomware Variant Released,0,0,0,1.0
1019,Malspam 2017-08-28 'IMG-',6,1,1,1.0
1020,OSINT - New Nuclear BTCWare Ransomware Released,0,0,0,1.0
1021,OSINT - Gazing at Gazer,0,0,0,1.0
1022,Malspam 2017-09-01 - 'New voice message',6,1,1,1.0
1023,OSINT - Javascript malware hosted on US government site which launches powershell to connect to C2.,0,0,0,1.0
1024,"OSINT - Emotet Trojan Acts as Loader, Spreads Automatically",34,1,1,1.0
1025,OSINT - ShadowPad :  popular server management software hit in supply chain attack,0,0,0,1.0
1026,OSINT - Threat actor goes on a Chrome extension hijacking spree,0,0,0,1.0
1027,OSINT - Jimmy Nukebot: from Neutrino with love,0,0,0,1.0
1028,OSINT - SynAck Ransomware Sees Huge Spike in Activity,0,0,0,1.0
1029,OSINT - Dragonfly: Western energy sector targeted by sophisticated attack group,1,0,1,1.0
1030,OSINT -  New multi platform malware/adware spreading via Facebook Messenger,0,0,0,1.0
1031,OSINT - Votiro Labs exposed a new hacking campaign targeting Vietnamese organisations using weaponized Word documents,6,1,1,1.0
1032,OSINT - Cryptocurrency Miner Uses WMI and EternalBlue To Spread Filelessly,0,0,0,1.0
1033,OSINT -  Booters with Chinese Characteristics: The Rise of Chinese Online DDoS Platforms,24,1,1,1.0
1034,Malspam 2017-09-08 - 'Emailed Invoice -' - .html attachment,1,0,1,1.0
1035,Malspam 2017-09-08 - 'Microsoft Store E-invoice for your order #',3,1,1,1.0
1036,OSINT - Malware Group Uses Facebook CDN to Bypass Security Solutions,0,0,0,1.0
1037,Malspam 2017-09-12 - 'Your Amazon.co.uk order' phishing,3,1,1,1.0
1038,OSINT - Hangul Word Processor and PostScript Abused Via Malicious Attachments,0,0,0,1.0
1039,"M2M -  Locky 2017-09-20 : Affid=3, offline, "".ykcol"" : ""Status of invoice A2171234-56"" - ""A2171234-56.rar""",9,1,1,1.0
1040,"M2M -  Locky 2017-09-19 : Affid=3, offline, "".ykcol"" : ""Emailing - 10008001234"" - ""10008001234.7z""",12,1,1,1.0
1041,"M2M -  Locky 2017-09-19 : Affid=3, offline, "".ykcol"" : ""HERBALIFE Order Number: 6N01001234"" - ""6N01001234_1.7z""",18,1,1,1.0
1042,"M2M -  Locky 2017-09-20 : Affid=3, offline, "".ykcol"" : ""New voice message..."" - ""msg0321.7z""",11,1,1,1.0
1043,"M2M -  Locky 2017-09-18 : Affid=3, offline, "".ykcol"" : ""Message from KM_C224e"" - ""20171809_12345678901.7z""",16,1,1,1.0
1044,"M2M -  Locky: ""Invoice RE-2017-09-21-00xxx""	from ""Amazon Marketplace""",11,1,1,1.0
1045,"M2M -  Locky 2017-09-21/22 : Affid=3, offline, "".ykcol"" : ""PIC_1234"" - ""PIC_1234.7z""",13,1,1,1.0
1046,"M2M -  Locky 2017-09-22 : Affid=3, offline, "".ykcol"" : ""Your Invoice # 123456"" - ""Invoice_file_654321.7z""",15,1,1,1.0
1047,"M2M -  Locky 2017-09-25 : Affid=3, offline, "".ykcol"" : ""Message from 02087654321"" - ""Voice Message.7z""",12,1,1,1.0
1048,"M2M -  Locky 2017-09-25 : Affid=3, offline, "".ykcol"" : ""12_Invoice_3456"" - ""001_1234.7z""",16,1,1,1.0
1049,"M2M -  Locky 2017-09-26 : Affid=3, offline, "".ykcol"":""INVOICE"" - ""A1234567890.7z""",11,1,1,1.0
1050,OSINT - Striking Oil: A Closer Look at Adversary Infrastructure,1,0,1,1.0
1051,"M2M -  Locky 2017-09-26 : Affid=3, offline, "".ykcol"" : ""Invoice PIS1234567"" - ""InvoicePIS1234567.7z""",11,1,1,1.0
1052,"M2M -  Locky 2017-09-27 : Affid=3, offline, "".ykcol"" : ""Scanned image from MX-2600N"" - ""20170927_123456.7z""",14,1,1,1.0
1053,"M2M -  Locky / Trickbot: ""Emailing: Scan0xxx"" from ""Sales""",62,1,1,1.0
1054,OSINT - Threat Actors Target Government of Belarus Using CMSTAR Trojan,0,0,0,1.0
1055,OSINT -  Banking Trojan Attempts To Steal Brazillion$,0,0,0,1.0
1056,"M2M -  Locky 2017-09-28 : Affid=3, offline, "".ykcol"" : ""Scan Data"" - ""Scan_54321.7z""",18,1,1,1.0
1057,"M2M -  Locky Affid=3/Trickbot ""mac1"" 2017-09-29 : ""Voice Message from ..."" - ""/voicemsg.html"" links",33,1,1,1.0
1058,"M2M -  Locky 2017-09-29 : Affid=3, offline, "".ykcol"" : ""Invoice"" - ""123456.7z""",13,1,1,1.0
1059,"M2M -  Locky 2017-10-02 : Affid=3, offline, "".ykcol"" : ""New Doc 2017-10-02 - Page 3.7z""",14,1,1,1.0
1060,"M2M -  Locky 2017-10-02 : Affid=3, offline, "".ykcol"" : ""Emailed Invoice - 123456"" - ""I_123456.7z""",14,1,1,1.0
1061,Malspam 2017-10-03,4,1,1,1.0
1062,OSINT - Evidence Aurora Operation Still Active Part 2: More Ties Uncovered Between CCleaner Hack & Chinese Hackers,1,0,1,1.0
1063,"M2M -  Locky 2017-10-03 : Affid=3, offline, "".ykcol"" : ""INVOICE"" - ""A_1234567890.7z""",12,1,1,1.0
1064,"M2M -  Locky 2017-10-04 : Affid=3, offline, "".ykcol"" : ""Copy of invoice A1234567890..."" - ""InvoiceA1234567890.7z""",11,1,1,1.0
1065,"OSINT - Malicious Chrome Extensions Stealing Roblox In-Game Currency, Sending Cookies via Discord",0,0,0,1.0
1066,"M2M -  Locky 2017-10-04 : Affid=3, offline, "".ykcol"" : ""Message from 02087654321"" - ""Voice Message.7z""",18,1,1,1.0
1067,"M2M -  Locky 2017-10-05 : Affid=3, offline, "".ykcol"" : ""Invoice"" - ""1234567.7z""",16,1,1,1.0
1068,OSINT - FreeMilk: A Highly Targeted Spear Phishing Campaign,0,0,0,1.0
1069,"M2M -  Locky 2017-10-06 : Affid=3, offline, "".ykcol"" : ""Your Remittance Advice"" - ""12345 Remittance.7z""",14,1,1,1.0
1070,OSINT - Significant FormBook Distribution Campaigns Impacting the U.S. and South Korea,0,0,0,1.0
1071,"M2M -  Locky 2017-10-05 : Affid=3, offline, "".ykcol"" : ""Invoice INV000123"" - ""Invoice INV000123.7z""",34,1,1,1.0
1072,"M2M -  Locky 2017-10-09 : Affid=3, offline, "".ykcol"" : ""Invoice IP1234567"" - ""Invoice-IP1234567.7z""",13,1,1,1.0
1073,"M2M -  Locky 2017-10-09 : Affid=3, offline, "".ykcol"" : ""Invoice IP1234567"" - ""Invoice-IP1234567.7z""",22,1,1,1.0
1074,"M2M -  Locky 2017-10-10 : Affid=3, offline, "".asasin"" : ""Document ... is complete"" - ""invoice_1234_sign_and_return.7z""",10,1,1,1.0
1075,"M2M -  Locky Affid=3, ""asasin"" / Trickbot ""mac1"" 2017-10-10 : ""Status of invoice A2171234-56"" - ""A2171234-56.html""",37,1,1,1.0
1076,"M2M -  Locky 2017-10-10 : Affid=3, offline, "".asasin"" : ""Voicemail From 845-551-1234"" - ""VMSG12345678_20171010.7z""",15,1,1,1.0
1077,"M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-05 : ""Invoice INV0000123"" - ""Invoice INV0000123.7z""",49,1,1,1.0
1078,"M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-11 : ""Supplement payment 1234567890"" - ""F1234567890_11102017.7z""",58,1,1,1.0
1079,"M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-11 : ""Emailing: 12345678"" - ""12345678.7z""",57,1,1,1.0
1080,OSINT - BlackOasis APT and new targeted attacks leveraging zero-day exploit,1,0,1,1.0
1081,"M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-18 : ""Invoice 123456789 10.18.2017.7z""",45,1,1,1.0
1082,"M2M -  Locky 2017-10-18 : Affid=3, offline, "".asasin"" : ""Message from 02087654321"" - ""Voice Message.7z""",4,1,1,1.0
1083,"M2M -  Malspam 2017-10-19 ""Emailed Invoice - ******""",7,1,1,1.0
1084,OSINT - IoT_reaper: A Rappid Spreading New IoT Botnet,4,1,1,1.0
1085,OSINT - JadeRAT mobile surveillanceware spikes in espionage activity,12,1,1,1.0
1086,Bad Rabbit (via Pastebin),1,0,1,1.0
1087,OSINT - Bad Rabbit ransomware,0,0,0,1.0
1088,OSINT - Bad Rabbit: Not-Petya is back with improved ransomware,1,0,1,1.0
1089,"OSINT - Return of Not Petya as Bad Rabbit Diskcoder, yes those two are the same!",1,0,1,1.0
1090,"OSINT - Bahamut Revisited, More Cyber Espionage in the Middle East and South Asia",4,1,1,1.0
1091,"M2M -  Locky Affid=3, "".asasin""/Trickbot ""mac1"" 2017-10-31 : ""Invoice INV0000123"" - ""INV0000123.doc""",37,1,1,1.0
1092,Evasive Sage 2.2 Ransomware,0,0,0,1.0
1093,"M2M -  Locky 2017-11-03 : Affid=3, offline, "".asasin"" : ""12345678.doc""",13,1,1,1.0
1094,"OSINT - OceanLotus Blossoms: Mass Digital Surveillance and Attacks Targeting ASEAN, Asian Nations, the Media, Human Rights Groups, and Civil Society",0,0,0,1.0
1095,"M2M -  Locky Affid=3, "".asasin"" 2017-11-02 : ""Scan"" - ""Scan00123.doc""",13,1,1,1.0
1096,"M2M -  Locky Affid=3, "".asasin"" 2017-11-01 : ""Emailing: AZ123 - 01.11.2017"" - ""AZ123 - 01.11.2017.doc""",12,1,1,1.0
1097,"M2M -  Locky 2017-11-03 : Affid=3, offline, "".asasin"" : ""Scanned image from MX-2600N"" - ""20171103_123456.doc""",10,1,1,1.0
1098,"M2M -  Locky 2017-11-06 : Affid=3, "".asasin"" : ""E3S1234567890123 Payment advice"" - ""advice_123456_20171106.doc""",14,1,1,1.0
1099,"M2M -  Locky 2017-11-07 : Affid=3, offline, "".asasin"" : ""Invoice #123456789,"" - ""987654321_11_07_2017_12_34_56.doc""",11,1,1,1.0
1100,"M2M -  Locky 2017-11-07 : Affid=3, offline, "".asasin"" : ""Emailing: AZ123 - 07.11.2017"" - ""AZ123 - 07.11.2017.doc""",8,1,1,1.0
1101,"M2M -  Locky 2017-11-08 : Affid=3, offline, "".asasin"" : ""Invoice AX1234567"" - ""Invoice-AX1234567.doc""",10,1,1,1.0
1102,"M2M -  Locky 2017-11-09 : Affid=3, offline, "".asasin"" : ""Documents"" - ""ABY001234.doc""",10,1,1,1.0
1103,OSINT -  New Malware with Ties to SunOrcal Discovered,2,1,1,1.0
1104,OSINT - 0000 Cryptomix Ransomware Variant Released,0,0,0,1.0
1105,OSINT - ROKRAT Reloaded,0,0,0,1.0
1106,OSINT - UBoatRAT Navigates East Asia,0,0,0,1.0
1107,OSINT - Fake Windows Troubleshooting Support Scam Uploads Screenshots & Uses Paypal,0,0,0,1.0
1108,OSINT - Google Discovers New Tizi Android Spyware,0,0,0,1.0
1109,OSINT - Tizi: Detecting and blocking socially engineered spyware on Android,0,0,0,1.0
1110,OSINT - Android Malware Appears Linked to Lazarus Cybercrime Group,12,1,1,1.0
1111,OSINT - Gaffe Reveals Full List of Targets in Spear Phishing Attack Using Cobalt Strike Against Financial Institutions,2,1,1,1.0
1112,OSINT - Test Cryptomix Ransomware Variant Released,0,0,0,1.0
1113,OSINT - Halloware Ransomware on Sale on the Dark Web for Only $40,0,0,0,1.0
1114,"M2M - ""..doc"" 2017-11-30 : ""FL-123456 11.30.2017.7z""",10,1,1,1.0
1115,"M2M - ""..doc"" 2017-12-01 : ""12_Invoice_3456"" - ""I_4321.7z""",13,1,1,1.0
1116,"M2M - ""..doc"" 2017-12-04 : ""Emailing: 1234567"" - ""1234567.7z""",9,1,1,1.0
1117,"M2M - ""..doc"" 2017-12-05 : 'Message from ""G10PR0123456.MYCOMPANY.COM""' - ""20171205123.zip""",8,1,1,1.0
1118,OSINT - HC7 GOTYA Ransomware Installed via Remote Desktop Services. Spread with PsExec,0,0,0,1.0
1119,OSINT - Multi-stage malware sneaks into Google Play,0,0,0,1.0
1120,OSINT - Attackers Deploy New ICS Attack Framework â€œTRITONâ€ and Cause Operational Disruption to Critical Infrastructure,0,0,0,1.0
1121,OSINT -  WORK Cryptomix Ransomware Variant Released,0,0,0,1.0
1122,OSINT - File Spider Ransomware Targeting the Balkans With Malspam,0,0,0,1.0
1123,OSINT - Active ransomware attack uses impersonation and embedded advanced threats,0,0,0,1.0
1124,OSINT - RIG exploit kit distributes Princess ransomware,2,1,1,1.0
1125,OSINT - Operation Dragonfly Analysis Suggests Links to Earlier Attacks,0,0,0,1.0
1126,OSINT - Still stealing,0,0,0,1.0
1127,OSINT - GratefulPOS credit card stealing malware - just in time for the shopping season,1,0,1,1.0
1128,OSINT - Zeus Panda Banking Trojan Targets Online Holiday Shoppers,0,0,0,1.0
1129,OSINT - The Emotet Banking Trojan: Analysis of Dropped Malware Morphing at Scale,0,0,0,1.0
1130,OSINT - Malspam pushing Locky ransomware tries HoeflerText notifications for Chrome and FireFox,0,0,0,1.0
1131,OSINT - Banking malware on Google Play targets Polish banks,0,0,0,1.0
1132,OSINT - How Mobile Bankbots Disguise as Perfectly Trustworthy Apps,1,0,1,1.0
1133,OSINT - Rise of One More Mirai Worm Variant,0,0,0,1.0
1134,OSINT - North Korea Bitten by Bitcoin Bug: Financially motivated campaigns reveal new dimension of the Lazarus Group,1,0,1,1.0
1135,OSINT - DownAndExec: Banking malware utilizes CDNs in Brazil,0,0,0,1.0
1136,OSINT - Locky Ransomware Pushed Alongside FakeGlobe in Upgraded Spam Campaigns,0,0,0,1.0
1137,OSINT - Sednit espionage group now using custom exploit kit,0,0,0,1.0
1138,Threat Analysis: Malicious Microsoft Word Documents Being Used in Targeted Attack Campaigns,1,0,1,1.0
1139,OSINT - A North Korean Monero Cryptocurrency Miner,1,0,1,1.0
1140,OSINT - MICROCIN MALWARE,0,0,0,1.0
1141,OSINT - First Kotlin-Developed Malicious App Signs Users Up for Premium SMS Services,0,0,0,1.0
1142,OSINT - Suspicious binary delivered as fake jpeg,0,0,0,1.0
1143,OSINT - Mac Malware of 2017,6,1,1,1.0
1144,"OSINT - Experts analyzed an Advanced ""all in memory"" CryptoWorm",0,0,0,1.0
1145,"M2M -  GlobeImposter ""..doc"" 2018-01-12 : ""Unpaid invoice "" - ""1234567.7z""",8,1,1,1.0
1146,OSINT - First C&C (IPv6) - Azorult,2,0,1,1.0
1147,Malicious Chrome browser extensions injecting code,23,0,1,1.0
1148,OSINT - Masuta : Satori Creatorsâ€™ Second Botnet Weaponizes A New Router Exploit.,0,0,0,1.0
1149,OSINT - RTF files for Hancitor utilize exploit for CVE-2017-11882,0,0,0,1.0
1150,Fake Job Application incl. Macro,1,0,1,1.0
1151,OSINT - Dark Caracal Cyber-espionage at a Global Scale,11,1,1,1.0
1152,OSINT - VERMIN: Quasar RAT and Custom Malware Used In Ukraine,8,1,1,1.0
1153,OSINT - TelegramRAT evades traditional defenses via the cloud,0,0,0,1.0
1154,OSINT - Analyzing CrossRAT,0,0,0,1.0
1155,OSINT - Smominru Monero mining botnet making millions for operators,33,1,1,1.0
1156,OSINT - Dasan Unauthenticated Remote Code Execution - and ongoing abuse,1,0,1,1.0
1157,"OSINT - GandCrab Ransomware Distributed by Exploit Kits, Appends GDCB Extension",0,0,0,1.0
1158,SMS/iMessage phishes forcing users to install/run scripts and update VPN settings,1,0,1,1.0
1159,"OSINT - McAfee Uncovers Operation Honeybee, a Malicious Document Campaign Targeting Humanitarian Aid Groups",0,0,0,1.0
1160,Malware â€œTSCookieâ€,3,1,1,1.0
1161,OSINT - Apache SOLR: the new target for cryptominers,0,0,0,1.0
1162,OSINT - Turla Nautilus Implant,1,0,1,1.0
1163,OSINT - APT15 is alive and strong: An analysis of RoyalCli and RoyalDNS,0,0,0,1.0
1164,OSINT - Qwerty Ransomware Utilizes GnuPG to Encrypt a Victims Files,0,0,0,1.0
1165,OSINT - Sofacy Uses DealersChoice to Target European Government Agency,0,0,0,1.0
1166,OSINT - Alert (TA18-074A) Russian Government Cyber Activity Targeting Energy and Other Critical Infrastructure Sectors,22,1,1,1.0
1167,"OSINT - March 28, 2018: Malware Analysis Report (MAR-10135536.11) â€“ North Korean Trojan: SHARPKNOT",0,0,0,1.0
1168,OSINT - Crypter-as-a-Service Helps jRAT Fly Under The Radar,2,0,1,1.0
1169,OSINT - Mole66 Cryptomix Ransomware Variant Released,0,0,0,1.0
1170,OSINT - The DiskWriter or UselessDisk BootLocker May Be A Wiper,0,0,0,1.0
1171,OSINT - Black Ruby Ransomware Skips Victims in Iran and Adds a Miner for Good Measure,0,0,0,1.0
1172,OSINT - The WhiteRose Ransomware Is Decryptable & Tells A Strange Story,0,0,0,1.0
1173,OSINT - New Matrix Ransomware Variants Installed Via Hacked Remote Desktop Services,0,0,0,1.0
1174,OSINT - PUBG Ransomware Decrypts Your Files If You Play PlayerUnknown's Battlegrounds,0,0,0,1.0
1175,"OSINT - Forgot About Default Accounts? No Worries, GoScanSSH Didnâ€™t",30,0,1,1.0
1176,OSINT -  IcedID Banking Trojan Teams up with Rovnix for Distribution,1,0,1,1.0
1177,OSINT - Goodbye Cerber? Hello Magniber Ransomware!,0,0,0,1.0
1178,Vurten Ransomware,0,0,0,1.0
1179,Crypren Ransomware,0,0,0,1.0
1180,OSINT - Minecraft & CS:GO Ransomware Strive For Media Attention,0,0,0,1.0
1181,OSINT - Maktub ransomware: possibly rebranded as Iron,0,0,0,1.0
1182,OSINT - On the Economic Significance of Ransomware Campaigns: A Bitcoin Transactions Perspective,0,0,0,1.0
1183,"OSINT - New Orangeworm attack group targets the healthcare sector in the U.S., Europe, and Asia",10,1,1,1.0
1184,OSINT - Who's who in the zoo. Cyberespionage operation targets android users in the Middle East.,2,0,1,1.0
1185,OSINT - GandCrab Version 3 Released With Autorun Feature and Desktop Background,0,0,0,1.0
1186,OSINT - Lojack Becomes a Double-Agent,0,0,0,1.0
1187,OSINT - APT28 malicious NATO document,0,0,0,1.0
1188,OSINT - â€œCyber Conflictâ€ Decoy Document Used In Real Cyber Conflict,0,0,0,1.0
1189,OSINT - Botnet exploiting GPON Vulnerability,1,0,1,1.0
1190,OSINT - Malicious Apps Get Back on the Play Store Just by Changing Their Name,0,0,0,1.0
1191,OSINT - A tale of two zero-days,0,0,0,1.0
1192,Keylogger info via Twitter Feed,1,0,1,1.0
1193,Emotet 5-18-2018,19,1,1,1.0
1194,Talos Blog: VPNFilter,13,1,1,1.0
1195,Emotet - 5/17/2018,2,1,1,1.0
1196,Hancitor,0,0,0,1.0
1197,Talos Blog: Threat Roundup for May 18-25,4,1,1,1.0
1198,US-CERT Alert (TA18-149A) HIDDEN COBRA – Joanap Backdoor Trojan and Brambul Server Message Block Worm,86,1,1,1.0
1199,Phishing Domains,0,0,0,1.0
1200,OSINT - New Backup Cryptomix Ransomware Variant Actively Infecting Users,0,0,0,1.0
1201,OSINT - Sigrun Ransomware Author Decrypting Russian Victims for Free,0,0,0,1.0
1202,OSINT - PLEAD Downloader Used by BlackTech,1,0,1,1.0
1203,"OSINT - InvisiMole: surprisingly equipped spyware, undercover since 2013",11,1,1,1.0
1204,"OSINT -  Goodfellas, the Brazilian carding scene is after you",0,0,0,1.0
1205,OSINT -  Roaming Mantis uses DNS hijacking to infect Android smartphones,9,1,1,1.0
1206,Trend Micro Blog: New KillDisk Variant Hits Latin American Financial Organizations Again,0,0,0,1.0
1207,Malware Analysis Report (AR18-165A) MAR-10135536-12 â€“ North Korean Trojan: TYPEFRAME,7,1,1,1.0
1208,"Clipboard Hijacker Targeting Bitcoin & Ethereum Users Infects Over 300,0000 PCs",0,0,0,1.0
1209,OSINT - New Donut Ransomware,0,0,0,1.0
1210,OSINT - DBGer Ransomware Uses EternalBlue and Mimikatz to Spread Across Networks,0,0,0,1.0
1211,OSINT - Malware That Hit Pyeongchang Olympics Deployed in New Attacks,0,0,0,1.0
1212,"Registrant Tracking for ""earthalgerrity@armyspy.com""",0,0,0,1.0
1213,OSINT - RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families,8,1,1,1.0
1214,Malicious Emails Outlook Themed,0,0,0,1.0
1215,OSINT -  Down but Not Out: A Look Into Recent Exploit Kit Activities,10,1,1,1.0
1216,OSINT - APT Attack In the Middle East: The Big Bang,0,0,0,1.0
1217,Trend Micro Blog: Malicious Macro Hijacks Desktop Shortcuts to Deliver Backdoor,0,0,0,1.0
1218,OVH Phishing,0,0,0,1.0
1219,"Email Credential Phish, Dropbox Theme",0,0,0,1.0
1220,Hancitor Intel,0,0,0,1.0
1221,OSINT - Kronos Banking Trojan Used to Deliver New Point-of-Sale Malware,0,0,0,1.0
1222,OSINT - Leafminer: New Espionage Campaigns Targeting Middle Eastern Regions,0,0,0,1.0
1223,OSINT - Kronos Reborn,1,0,1,1.0
1224,OSINT - Malicious document targets Vietnamese officials,2,1,1,1.0
1225,"Ursnif, MALWAREMESSIAGH",0,0,0,1.0
1226,"Phishing Domains, MALWAREMESSIAGH",0,0,0,1.0
1227,OSINT - Off-the-shelf RATs Targeting Pakistan,0,0,0,1.0
1228,OSINT - CYBER THREATSCAPE  REPORT 2018 - MIDYEAR CYBERSECURITY  RISK REVIEW,0,0,0,1.0
1229,OSINT - Malware Analysis Report (AR18-221A) MAR-10135536-17 â€“ North Korean Trojan: KEYMARBLE- MAR-10135536.r17.v1,3,1,1,1.0
1230,OSINT - SamSam Ransomware Crew Made Nearly $6 Million From Ransom Payments,0,0,0,1.0
1231,OSINT - RedAlpha: New Campaigns Discovered Targeting the Tibetan Community,12,1,1,1.0
1232,OSINT - è‚šè„‘è™«ç»„ç»‡ï¼ˆAPT-C-35ï¼‰ç§»åŠ¨ç«¯æ”»å‡»æ´»åŠ¨æ­éœ²,6,1,1,1.0
1233,OSINT - Microsoft Disrupts APT28 Hacking Campaign Aimed at US Midterm Elections,0,0,0,1.0
1234,OSINT - New Bip Dharma Ransomware Variant Released,0,0,0,1.0
1235,OSINT - Sigma Ransomware Being Distributed Using Fake Craigslist Malspam,0,0,0,1.0
1236,OSINT -  Operation AppleJeus: Lazarus hits cryptocurrency exchange with fake installer and macOS malware,5,1,1,1.0
1237,"OSINT - Multi-exploit IoT/Linux Botnets Mirai and Gafgyt Target Apache Struts, SonicWall",2,0,1,1.0
1238,OSINT - New KeyPass Ransomware Campaign Underway,0,0,0,1.0
1239,OSINT - old njRAT activity,2,1,1,1.0
1240,OSINT - Dangerous Invoices and Dangerous Infrastructure,1,0,1,1.0
1241,OSINT -  Familiar Feeling A Malware Campaign Targeting the Tibetan Diaspora Resurfaces,16,1,1,1.0
1242,"OSINT (expanded) - Xbash Combines Botnet, Ransomware, Coinmining in Worm that Targets Linux and Windows",2,1,1,1.0
1243,OSINT - Poison Ivy Group and the Cyberespionage Campaign Against Chinese Military and Goverment,10,1,1,1.0
1244,OSINT - CIG Circular 66  â€“ FASTCash  ATM Cash  Out Campaign,4,1,1,1.0
1245,OSINT - Indicators of Compromise for Malware used by APT28,61,1,1,1.0
1246,OSINT - Persirai: New Internet of Things (IoT) Botnet Targets IP Cameras,2,1,1,1.0
1247,OSINT - CoalaBot: http Ddos Bot,0,0,0,1.0
1248,OSINT - New Fox Ransomware Matrix Variant Tries Its Best to Close All File Handles,0,0,0,1.0
1249,OSINT -  MuddyWater expands operations,4,1,1,1.0
1250,OSINT - 2018-10-09 - HANCITOR INFECTION WITH ZEUS PANDA BANKER,0,0,0,1.0
1251,OSINT - Big Game Hunting: The Evolution of INDRIK SPIDER From Dridex Wire Fraud to BitPaymer Targeted Ransomware,0,0,0,1.0
1252,OSINT - CozyBear â€“ In from the Cold?,0,0,0,1.0
1253,OSINT -  RAT Gone Rogue: Meet ARS VBS Loader,3,1,1,1.0
1254,OSINT - Analyzing OilRigâ€™s Ops Tempo from Testing to Weaponization to Delivery,0,0,0,1.0
