,event_info,threat_level_id,num_ips,has_multiple_ip_ranges,unique_ip_countries,criticite
2339,Targeted attack on industrial enterprises and public institutions,1,6,1,1,0.0
2340,Attackers target Ukraine using GoMet backdoor,1,1,0,1,0.0
2341,Back in Black: Unlocking a LockBit 3.0 Ransomware Attack,1,1,0,1,0.0
2342,Ragnar Locker Ransomware Targeting the Energy Sector,2,0,0,0,0.0
2343,The Curious Case of “Monti” Ransomware: A Real-World Doppelganger BlackBerry Logo,2,0,0,0,0.0
2344,Preventing Black Basta Ransomware in 2022,2,0,0,0,0.0
2345,Scraper: Talos Website,2,11,1,1,0.0
2346,TA505 Group’s TeslaGun In-Depth Analysis,1,22,1,1,0.0
2347,New Iranian APT data extraction tool,2,2,1,1,0.0
2348,Scraper: Breaking Down the China Chopper Web Shell - Part I,2,0,0,0,0.0
2349,Scraper: Rising Tide: Chasing the Currents of Espionage in the South China Sea,2,6,1,1,0.0
2350,Chiseling In: Lorenz Ransomware Group Cracks MiVoice And Calls Back For Free,1,7,1,1,0.0
2351,Obama207 QAKBOT (QBOT) infection with Cobalt Strike,1,4,1,1,0.0
2352,Scraper: Malicious WhatsApp mod distributed through legitimate apps,2,0,0,0,0.0
2353,"Scraper: DeftTorero: tactics, techniques and procedures of intrusions revealed",2,1,0,1,0.0
2354,Scraper: Ransomware Actor Abuses Genshin Impact Anti-Cheat Driver to Kill Antivirus,2,0,0,0,0.0
2355,Scraper: LV Ransomware Exploits ProxyShell in Attack on a Jordan-based Company,2,8,1,1,0.0
2356,"Scraper: Black Basta Ransomware Gang Infiltrates Networks via QAKBOT, Brute Ratel, and Cobalt Strike",2,3,1,1,0.0
2357,Scraper: DiceyF deploys GamePlayerFramework in online casino development studio,2,2,1,1,0.0
2358,Scraper: Black Basta Ransomware | Attacks Deploy Custom EDR Evasion Tools Tied to FIN7 Threat Actor - SentinelOne,2,2,0,1,0.0
2359,"Financially motivated, dangerously activated:  OPERA1ER APT in Africa",1,11,1,1,0.0
2360,Ransomware wave RansomBoggs in Ukraine,2,0,0,0,0.0
2361,InfoSec Handlers Diary Blog - SANS Internet Storm Center,2,0,0,0,0.0
2362,Threat Analysis: MSI - Masquerading as a Software Installer,2,0,0,0,0.0
2363,Always Another Secret: Lifting the Haze on China-nexus Espionage in Southeast Asia | Mandiant,2,0,0,0,0.0
2364,Unmasking MirrorFace: Operation LiberalFace targeting Japanese political entities | WeLiveSecurity,2,3,1,1,0.0
2365,Unraveling the techniques of Mac ransomware,2,0,0,0,0.0
2366,Turla: A Galaxy of Opportunity,1,1,0,1,0.0
2367,Alert (AA23-025A) - Protecting Against Malicious Use of Remote Monitoring and Management Software,1,0,0,0,0.0
2368,Unwrapping Ursnifs Gifts - The DFIR Report,2,69,1,1,0.0
2369,IcedID infection from fake Microsoft Teams page,2,0,0,0,0.0
2370,No Pineapple! –DPRK Targeting of Medical Research and Technology Sector,2,9,1,1,0.0
2371,Untangling KNOTWEED: European private-sector offensive actor using 0-day exploits,2,0,0,0,0.0
2372,Disrupting SEABORGIUM’s ongoing phishing operations,2,0,0,0,0.0
2373,Gamaredon APT targets Ukrainian government agencies in new campaign,2,1,0,1,0.0
2374,In the footsteps of the Fancy Bear: PowerPoint mouse-over event abused to deliver Graphite implants,2,0,0,0,0.0
2375,Under the hood of a Doppelgänger,2,3,1,1,0.0
2376,Amazon‑themed campaigns of Lazarus in the Netherlands and Belgium,2,0,0,0,0.0
2377,DTrack activity targeting Europe and Latin America,2,0,0,0,0.0
2378,The Unintentional Leak: A glimpse into the attack vectors of APT37,2,0,0,0,0.0
2379,Bad magic: new APT found in the area of Russo-Ukrainian conflict,2,1,0,1,0.0
2380,Cloud Atlas targets entities in Russia and Belarus amid the ongoing war in Ukraine,2,2,1,1,0.0
2381,"Iran: State-Backed Hacking of Activists, Journalists, Politicians",2,0,0,0,0.0
2382,Mustang Panda APT Group Uses European Commission-Themed Lure to Deliver PlugX Malware,2,2,1,1,0.0
2383,Suspected Chinese Threat Actors Exploiting FortiOS Vulnerability (CVE-2022-42475),2,0,0,0,0.0
2384,Dossier Center Investigation: Prigozhin's Cyber ​​Troops,2,18,1,1,0.0
2386,Prometei botnet improves modules and exhibits new capabilities in recent updates,2,10,1,1,0.0
2387,New MortalKombat ransomware and Laplas Clipper malware threats deployed in financially motivated campaign,2,1,0,1,0.0
2388,Mustang Panda Uses the Russian-Ukrainian War to Attack Europe and Asia Pacific Targets,2,11,1,1,0.0
2391,NOBELIUM Uses Poland's Ambassador’s Visit to the U.S. to Target EU Governments Assisting Ukraine,2,1,0,1,0.0
2392,"Blind Eagle Deploys Fake UUE Files and Fsociety to Target Colombia's Judiciary, Financial, Public, and Law Enforcement Entities",2,3,1,1,0.0
2393,DarkBit Ransomware Targets Israel with Command-Line Options and Optimized Encryption Routines,2,0,0,0,0.0
2394,"NewsPenguin, a Previously Unknown Threat Actor, Targets Pakistan with Advanced Espionage Tool",2,2,1,1,0.0
2395,Gamaredon (Ab)uses Telegram to Target Ukrainian Organizations,2,26,1,1,0.0
2396,CrowdStrike Falcon Platform Detects and Prevents Active Intrusion Campaign Targeting 3CXDesktopApp Customers,2,0,0,0,0.0
2397,"Sweet QuaDreams A First Look at Spyware Vendor QuaDream’s Exploits, Victims, and Customers",1,0,0,0,0.0
2398,X_Trader Supply Chain Attack Affects Critical Infrastructure Organizations in U.S. and Europe,1,0,0,0,0.0
2399,WIP26 Espionage | Threat Actors Abuse Cloud Infrastructure in Targeted Telco Attacks,2,1,0,1,0.0
2400,Minas – on the way to complexity,2,0,0,0,0.0
2401,CloudWizard APT: the bad magic story goes on,2,1,0,1,0.0
2402,AA23-136A StopRansomware BianLian Ransomware Group,2,0,0,0,0.0
2404,Cadet Blizzard emerges as a novel and distinct Russian threat actor,1,1,0,1,0.0
2405,IoT devices and Linux-based systems targeted by OpenSSH trojan campaign,1,6,1,1,0.0
2406,Chinese Threat Actors Targeting Europe in SmugX Campaign,1,4,1,1,0.0
2407,Charming Kitten Updates POWERSTAR with an InterPlanetary Twist,1,0,0,0,0.0
2408,Void Rabisu’s Use of RomCom Backdoor Shows a Growing Shift in Threat Actors’ Goals,2,2,1,1,0.0
2409,Analysis of Storm-0558 techniques for unauthorized email access,1,38,1,1,0.0
2410,Midnight Blizzard conducts targeted social engineering over Microsoft Teams,2,0,0,0,0.0
2411,German Embassy Lure: Likely Part of Campaign Against NATO Aligned Ministries of Foreign Affairs,1,0,0,0,0.0
2412,Void Rabisu Targets Female Political Leaders with New Slimmed-Down ROMCOM Variant,2,0,0,0,0.0
2413,ToddyCat: Keep calm and check logs,2,0,0,0,0.0
2414,Windows version of the Bibi Wiper by BiBiGun,2,0,0,0,0.0
2415,MuddyWater eN-Able spear-phishing with new TTPs,2,4,1,1,0.0
2416,The attack against Danish critical infrastructure,1,13,1,1,0.0
2417,Sandworm Disrupts Power in Ukraine Using a Novel Attack Against Operational Technology,2,5,1,1,0.0
2418,Barracuda Email Security Gateway Appliance (ESG) Vulnerability,2,11,1,1,0.0
2419,Peach Sandstorm delivers FalseFont to defense sector,2,0,0,0,0.0
2420,Seedworm: Iranian Hackers Target Telecoms Orgs in North and East Africa,2,7,1,1,0.0
2422,Gaza Cybergang | Unified Front Targeting Hamas Opposition,2,0,0,0,0.0
2423,Cutting Edge: Suspected APT Targets Ivanti Connect Secure VPN in New Zero-Day Exploitation,2,0,0,0,0.0
2424,New TTPs observed in Mint Sandstorm campaign targeting high-profile individuals at universities and research orgs,2,0,0,0,0.0
2425,Russian threat group COLDRIVER expands its targeting of Western officials to include the use of malware,2,0,0,0,0.0
2426,NSPX30: A sophisticated AitM-enabled implant evolving since 2005,1,0,0,0,0.0
2427,ESET takes part in global operation to disrupt the Grandoreiro banking trojan,2,13,1,1,0.0
2428,Turkish espionage campaigns in the Netherlands,2,5,1,1,0.0
2429,Backdoor Activator Malware Running Rife Through Torrents of macOS Apps,3,0,0,0,1.0
2430,The Nine Lives of Commando Cat: Analysing a Novel Malware Campaign Targeting Docker,2,2,1,1,0.0
2431,"MOD Netherlands uncovers COATHANGER, a stealthy Chinese FortiGate RAT",1,0,0,0,0.0
2432,Thanksgiving 2023 security incident,2,2,1,1,0.0
2433,HrServ – Previously unknown web shell used in APT attack,2,0,0,0,0.0
2434,BlueNoroff: new Trojan attacking macOS users,2,0,0,0,0.0
2435,A hack in hand is worth two in the bush,2,0,0,0,0.0
2436,StripedFly: Perennially flying under the radar,2,0,0,0,0.0
2437,Exploring the Latest Mispadu Stealer Variant,2,0,0,0,0.0
2438,ApateWeb: An Evasive Large-Scale Scareware and PUP Delivery Campaign,2,10,1,1,0.0
2439,PAPERWALL Chinese Websites Posing as Local News Outlets Target Global Audiences with Pro-Beijing Content,2,9,1,1,0.0
2440,PRC State-Sponsored Actors Compromise and Maintain Persistent Access to U.S. Critical Infrastructure,1,2,1,1,0.0
2441,PORTAL KOMBAT A structured and coordinated pro-Russian propaganda network,2,13,1,1,0.0
2442,Zip uploaded from Iran exploiting cve-2023-38831,2,0,0,0,0.0
2443,Russia-Aligned TAG-70 Targets European Government and Military Mail Servers in New Espionage Campaign,2,8,1,1,0.0
2444,The (D)Evolution of Pikabot,3,13,1,1,1.0
2445,CVE-2024-21412: Water Hydra Targets Traders With Microsoft Defender SmartScreen Zero-Day,2,5,1,1,0.0
2446,Earth Preta Campaign Uses DOPLUGS to Target Asia,2,18,1,1,0.0
2447,Kryptina RaaS | From Underground Commodity to Open Source Threat,3,0,0,0,1.0
2448,When Cats Fly: Suspected Iranian Threat Actor UNC1549 Targets Israeli and Middle East Aerospace and Defense Sectors,1,0,0,0,0.0
2449,Magnet Goblin Targets Publicly Facing Servers Using 1-Day Vulnerabilities,2,5,1,1,0.0
2450,FakeBat delivered via several active malvertising campaigns,3,0,0,0,1.0
2451,From Albania to the Middle East: The Scarred Manticore is Listening,2,0,0,0,0.0
2452,"Astaroth, Mekotio & Ousaban abusing Google Cloud Run in LATAM-focused malware campaigns",3,1,0,1,1.0
2453,Coyote: A multi-stage banking Trojan abusing the Squirrel installer,3,0,0,0,1.0
2454,Ongoing ITG05 operations leverage evolving malware arsenal in global campaigns,2,4,1,1,0.0
2455,Security Brief: TA450 Uses Embedded Links in PDF Attachments in Latest Campaign,2,0,0,0,0.0
2456,Inside the Rabbit Hole: BunnyLoader 3.0 Unveiled,2,8,1,1,0.0
2457,APT29 Uses WINELOADER to Target German Political Parties,1,1,0,1,0.0
2458,Distinctive Campaign Evolution of Pikabot Malware,3,3,1,1,1.0
2459,"“Hey, This Isn’t the Right Site!” Distribution of Malware Exploiting Google Ads Tracking",3,0,0,0,1.0
2460,TA547 Targets German Organizations with Rhadamanthys Stealer,3,1,0,1,1.0
2462,Starry Addax targets human rights defenders in North Africa with new malware,2,0,0,0,0.0
2463,ScrubCrypt Deploys VenomRAT with an Arsenal of Plugins,2,0,0,0,0.0
2464,The New Version of JsOutProx is Attacking Financial Institutions in APAC and MENA via GitLab Abuse,2,4,1,1,0.0
2465,ArcaneDoor - New espionage-focused campaign found targeting perimeter network devices,2,60,1,1,0.0
2466,Ransomware Evolution | How Cheated Affiliates Are Recycling Victim Data for Profit,3,1,0,1,1.0
2467,Securonix Threat Research Security Advisory: Analysis of Ongoing FROZEN#SHADOW Attack Campaign Leveraging SSLoad Malware and RMM Software for Domain Takeover,2,4,1,1,0.0
2468,ToddyCat is making holes in your infrastructure,2,2,1,1,0.0
2469,Unplugging PlugX: Sinkholing the PlugX USB worm botnet,3,4,1,1,1.0
2470,Eight Arms to Hold You: The Cuttlefish Malware,2,1,0,1,0.0
2471,Analysis and Detection of CLOUD#REVERSER: An Attack Involving Threat Actors Compromising Systems Using A Sophisticated Cloud-Based Malware,2,1,0,1,0.0
2472,Tiny BackDoor Goes Undetected – Suspected Turla leveraging MSBuild to Evade detection,2,0,0,0,0.0
2473,Ikaruz Red Team | Hacktivist Group Leverages Ransomware for Attention Not Profit,2,0,0,0,0.0
2475,TargetCompany’s Linux Variant Targets ESXi Environments,3,0,0,0,1.0
2476,Operation Crimson Palace: Sophos threat hunting unveils multiple clusters of Chinese state-sponsored activity targeting Southeast Asian government,2,38,1,1,0.0
2477,Malicious activities linked to the Nobelium intrusion set,1,0,0,0,0.0
2478,New North-Korean based backdoor packs a punch,2,1,0,1,0.0
2479,MuddyWater replaces Atera by custom MuddyRot implant in a recent campaign,2,2,1,1,0.0
2480,Malicious Inauthentic Falcon Crash Reporter Installer Distributed to German Entity via Spearphishing Website,3,1,0,1,1.0
2481,Impact of FrostyGoop ICS Malware on Connected OT Systems,1,0,0,0,0.0
2482,A Dive into Earth Baku’s Latest Campaign,2,3,1,1,0.0
2484,EastWind campaign: new CloudSorcerer attacks on government organizations in Russia,1,0,0,0,0.0
2485,"Iranian backed group steps up phishing campaigns against Israel, U.S.",3,2,1,1,1.0
2486,State-backed attackers and commercial surveillance vendors repeatedly use the same exploits,1,0,0,0,0.0
2488,Predator Spyware Infrastructure Returns Following Exposure and Sanctions,2,8,1,1,0.0
2490,Threat analysis: Beast Ransomware,2,0,0,0,0.0
2491,Beyond the Surface: the evolution and expansion of the SideWinder APT group,2,0,0,0,0.0
2492,Secret Blizzard compromising Storm-0156 infrastructure for espionage / Snowblind: The Invisible Hand of Secret Blizzard,1,44,1,1,0.0
2493,BlueAlpha Abuses Cloudflare Tunneling Service for GammaDrop Staging Infrastructure,2,1,0,1,0.0
2494,"ICS Threat Analysis: New, Experimental Malware Can Kill Engineering Processes",2,1,0,1,0.0
2495,Phorpiex - Downloader Delivering Ransomware,2,1,0,1,0.0
2496,UAC-0063: Cyber Espionage Operation Expanding from Central Asia,2,0,0,0,0.0
2497,Persistent Threats from the Kimsuky Group Using RDP Wrapper,3,2,1,1,1.0
2498,Take my money: OCR crypto stealers in Google Play and App Store,3,0,0,0,1.0
2499,CVE-2025-0411: Ukrainian Organizations Targeted in Zero-Day Campaign and Homoglyph Attacks,2,1,0,1,0.0
2500,Operation AkaiRyū: MirrorFace invites Europe to Expo 2025 and revives ANEL backdoor,2,5,1,1,0.0
2501,10 Things I Hate About Attribution: RomCom vs. TransferLoader,2,0,0,0,0.0
2502,Houken seeking a path by living on the edge with zero-days,2,8,1,1,0.0
2503,The Spy Kittens Are Back: Rocket Kitten 2,3,3,1,1,1.0
2504,The Dukes: 7 Years of Russian Espionage,3,31,1,1,1.0
2505,WitchCoven: Exploiting Web Analytics to Ensnare Victims,3,0,0,0,1.0
2506,APT28 Under the Scope - A Journey into Exfiltrating Intelligence and Government Information,3,0,0,0,1.0
2507,Remtasu obtaining Facebook accounts,1,0,0,0,0.0
2508,Bookworm Trojan: A Model of Modular Architecture,3,0,0,0,1.0
2509,New wave of cyberattacks against Ukrainian power industry,3,2,1,1,1.0
2510,Attack Campaign on the Government of Thailand Delivers Bookworm Trojan,3,11,1,1,1.0
2511,BlackEnergy by the SSHBearDoor : attacks against Ukrainian news media and electric industry,3,6,1,1,1.0
2512,In Pursuit of Optical Fibers and Troop Intel: Targeted Attack Distributes PlugX in Russia,3,2,1,1,1.0
2513,Sakula Reloaded,3,1,0,1,1.0
2514,Backdoor.Cadelspy and Backdoor.Remexi - Symantec,3,0,0,0,1.0
2515,Targeted Malware Attacks against NGO Linked to Attacks on Burmese Government Websites - Citizen Lab,3,4,1,1,1.0
2516,BOOTRASH - Fireeye,3,0,0,0,1.0
2517,Packrat: Seven Years of a South American Threat Actor,3,13,1,1,1.0
2518,LOWBOW - FireEye,3,1,0,1,1.0
2519,China Peace Palace attacks - ThreatConnect,3,0,0,0,1.0
2520,Duke Cloud Linux - F-Secure,3,2,1,1,1.0
2521,Maldoc Cybersecurity in the EU Common Security and Defense Policy,1,1,0,1,0.0
2522,SeaDuke - Symantec/PaloAlto,3,3,1,1,1.0
2523,Operation Potao Express,3,38,1,1,1.0
2524,Terracotta VPN - RSA,3,0,0,0,1.0
2525,IsSpace via CVE-2015-5122 - PaloAlto,3,2,1,1,1.0
2526,New Malware â€˜Roverâ€™ Targets Indian Ambassador to Afghanistan,2,1,0,1,0.0
2527,APT29 HammerToss - FireEye,3,0,0,0,1.0
2528,Butterfly/WildNeutron - Symantec / Kaspersky,3,4,1,1,1.0
2529,BlackVine - Symantec,3,1,0,1,1.0
2530,"New Android Trojan â€œXbotâ€ Phishes Credit Cards and Bank Accounts, Encrypts Devices for Ransom",2,2,1,1,0.0
2532,A Look Into Fysbis: Sofacyâ€™s Linux Backdoor,2,1,0,1,0.0
2533,ELF Linux/Torte infection (in Wordpress) - MMD-0050-2016,2,4,1,1,0.0
2534,A case of java trojan (downloader/RCE) for remote minerd hack - MMD-0049-2016,2,1,0,1,0.0
2535,DDOS.TF = (new) ELF & Win32 DDoS service with ASP + PHP/MySQL MOF webshells - MMD-0048-2016,2,6,1,1,0.0
2536,Letâ€™s ride with TeslaCrypt,2,1,0,1,0.0
2537,The return of HackingTeam with new implants for OS X,2,1,0,1,0.0
2538,Angler EK send Teslacrypt,2,4,1,1,0.0
2539,New OS X Ransomware KeRanger Infected Transmission BitTorrent Client Installer,2,0,0,0,0.0
2540,Macro Malware Associated With Dridex Finds New Ways to Hide,3,0,0,0,1.0
2541,Shifting Tactics: Tracking changes in years-long espionage campaign against Tibetans,3,9,1,1,1.0
2542,PowerSniff Malware Used in Macro-based Attacks,3,0,0,0,1.0
2543,PETYA Crypto-ransomware Overwrites MBR to Lock Users Out of Their Computers,3,0,0,0,1.0
2544,Ad Serving Platform Used By PUA Also Delivers Magnitude Exploit Kit,3,0,0,0,1.0
2545,"SAMSAM: THE DOCTOR WILL SEE YOU, AFTER HE PAYS THE RANSOM",2,0,0,0,0.0
2546,Ransomware - NSIS.Onion,3,1,0,1,1.0
2547,Meet Remaiten â€“ a Linux bot on steroids targeting routers and potentially other IoT devices,3,3,1,1,1.0
2548,KillDisk and BlackEnergy Are Not Just Energy Sector Threats,2,9,1,1,0.0
2549,Large malvertising campaign hits popular Dutch websites,2,2,1,1,0.0
2550,Click-Fraud Ramdo Malware Family Continues to Plague Users,3,0,0,0,1.0
2551,Jigsaw Ransomware Decrypted: Will delete your files until you pay the Ransom,3,0,0,0,1.0
2552,Retefe is back in town,3,1,0,1,1.0
2553,Looking Into a Cyber-Attack Facilitator in the Netherlands,2,0,0,0,0.0
2554,Malware Takes Advantage of Windows â€˜God Modeâ€™,3,0,0,0,1.0
2556,Operation Groundbait: Espionage in Ukrainian war zones,2,6,1,1,0.0
2557,EITest campaign still going strong,3,5,1,1,1.0
2558,Malware used in the Cyberespionage against RUAG,2,0,0,0,0.0
2559,"The Kelihos & Severa; the ""All Out"" version",3,10,1,1,1.0
2560,Neutrino EK and CryptXXX,3,3,1,1,1.0
2561,Windows Background Intelligent Transfer Service (BITS) used to download malware,2,0,0,0,0.0
2562,New Sofacy Attacks Against US Government Agency,2,1,0,1,0.0
2563,Mofang: A politically motivated information stealing adversary,1,24,1,1,0.0
2564,Patchwork â€“ Targeted Attack (APT),2,56,1,1,0.0
2565,Group5: Syria and the Iranian Connection,1,1,0,1,0.0
2566,Oracle PoS hack,2,62,1,1,0.0
2567,Operation Ghoul: targeted attacks on industrial and engineering organizations,1,1,0,1,0.0
2568,"PokÃ©mon-themed Umbreon Linux Rootkit Hits x86, ARM Systems",2,0,0,0,0.0
2569,RIG exploit kit takes on large malvertising campaign,3,1,0,1,1.0
2570,Threat Spotlight: GozNym,2,0,0,0,0.0
2571,OilRig Malware Campaign Updates Toolset and Expands Targets,3,0,0,0,1.0
2572,Tech support scammers abuse bug in HTML5 to freeze computers,3,1,0,1,1.0
2573,Pawn Storm Ramps Up Spear-phishing Before Zero-Days Get Patched,2,0,0,0,0.0
2574,Ransoc Desktop Locking Ransomware Ransacks Local Files and Social Media Profiles,3,4,1,1,1.0
2575,New Carbanak / Anunak Attack Methodology,2,4,1,1,0.0
2576,COBALT Logical attacks on ATMs,3,6,1,1,1.0
2577,New wave of Mirai attacking home routers,2,15,1,1,0.0
2578,The rise of TeleBots: Analyzing disruptive KillDisk attacks,2,3,1,1,0.0
2579,Spear Phishing Attack Hits Industrial Companies,3,3,1,1,1.0
2580,The â€œEyePyramidâ€ attacks A homebrew cyberespionage operation that took Italy by storm,3,0,0,0,1.0
2581,Carbanak group uses Google for malware command-and-control,2,0,0,0,0.0
2582,Evil: A poor manâ€™s ransomware in JavaScript,3,0,0,0,1.0
2583,Nile Phish: Large-Scale Phishing Campaign Targeting Egyptian Civil Society,2,3,1,1,0.0
2584,"Several polish banks hacked, information stolen by unknown attackers",2,29,1,1,0.0
2585,WordPress REST API Vulnerability Abused in Defacement Campaigns,3,6,1,1,1.0
2586,Covert Channels and Poor Decisions: The Tale of DNSMessenger,3,0,0,0,1.0
2587,OFF-THE-SHELF RANSOMWARE USED TO TARGET THE HEALTHCARE SECTOR,3,0,0,0,1.0
2588,Snake: Coming soon in Mac OS X flavour,3,1,0,1,1.0
2589,Dridex and Locky Return Via PDF Attachments in Latest Campaigns,3,8,1,1,1.0
2590,FIN7 Evolution and the Phishing LNK,3,0,0,0,1.0
2591,Kazuar: Multiplatform Espionage Backdoor with API Access,3,0,0,0,1.0
2592,Seamless Campaign using Rig Exploit Kit to send Ramnit Trojan,3,3,1,1,1.0
2593,EternalBlue Exploit Actively Used to Deliver Remote Access Trojans,2,6,1,1,0.0
2594,WannaCry: Ransomware attacks show strong links to Lazarus group,3,5,1,1,1.0
2595,Multiple Groups Have Been Exploiting ETERNALBLUE Weeks Before WannaCry,3,2,1,1,1.0
2596,Not Your Typical Ransomware Infection,3,6,1,1,1.0
2597,TrickBotâ€™s bag of tricks,3,33,1,1,1.0
2598,Industroyer: Biggest threat to industrial control systems since Stuxnet,2,5,1,1,0.0
2599,"McAfee Discovers Pinkslipbot Exploiting Infected Machines as Control Servers; Releases Free Tool to Detect, Disable Trojan",3,3,1,1,1.0
2600,Following the Trail of BlackTechâ€™s Cyber Espionage Campaigns,3,1,0,1,1.0
2601,New KONNI Campaign References North Korean Missile Capabilities,3,0,0,0,1.0
2602,"Real News, Fake Flash: Mac OS X Users Targete",3,3,1,1,1.0
2604,Poisoning the Well: Banking Trojan Targets Google Search Results,3,2,1,1,1.0
2605,Silence â€“ a new Trojan attacking financial organizations,3,1,0,1,1.0
2606,RickRolled by none other than IoTReaper,3,10,1,1,1.0
2607,"New Targeted Attack in the Middle East by APT34, a Suspected Iranian Threat Group, Using CVE-2017-11882 Exploit",3,6,1,1,1.0
2608,Criminals in a festive mood,3,1,0,1,1.0
2609,Sneaky *.BAT File Leads to Spoofed Banking Page,3,0,0,0,1.0
2610,Update on Pawn Storm: New Targets and Politically Motivated Campaigns,3,0,0,0,1.0
2611,Korea In The Crosshairs,3,0,0,0,1.0
2612,Microsoft Office Vulnerabilities Used to Distribute Zyklon Malware in Recent Campaign,2,10,1,1,0.0
2613,Reviewing the spam filters: Malspam pushing Gozi-ISFB,3,22,1,1,1.0
2614,Argenta phishing website,3,0,0,0,1.0
2615,Flash 0 Day In The Wild: Group 123 At The Controls,1,0,0,0,0.0
2616,Targeted Attacks In The Middle East,3,1,0,1,1.0
2617,3 examples of malspam pushing Loki-Bot malware,3,3,1,1,1.0
2618,Free Ransomware Available on Dark Web,3,0,0,0,1.0
2619,Sofacy Attacks Multiple Government Entities,2,0,0,0,0.0
2620,Invisible resource thieves: The increasing threat of cryptocurrency miners,3,0,0,0,1.0
2621,CVE-2018-4878 (Flash Player up to 28.0.0.137) and Exploit Kits,2,3,1,1,0.0
2622,New MacOS Backdoor Linked to OceanLotus Found,3,0,0,0,1.0
2623,Reversed C2 traffic from China,3,3,0,1,1.0
2624,Malspam pushing Trickbot malware on Friday 2018-05-11,3,4,1,1,1.0
2625,New VPNFilter malware targets at least 500K networking devices worldwide,1,13,1,1,0.0
2626,CVE-2018-8174 (VBScript Engine) and Exploit Kits,3,6,1,1,1.0
2627,DHL-Themed malspam with links to .js file downloader,3,6,1,1,1.0
2628,CVE-2018-8174 (VBScript Engine) and Exploit Kits,2,7,1,1,0.0
2629,The King is dead. Long live the King!,2,0,0,0,0.0
2630,MirageFox: APT15 Resurfaces With New Tools Based On Old Ones,2,0,0,0,0.0
2631,Taking apart a double zero-day sample discovered in joint hunt with ESET,3,0,0,0,1.0
2632,Down but Not Out: A Look Into Recent Exploit Kit Activities,2,10,1,1,0.0
2633,RANCOR: Targeted Attacks in South East Asia Using PLAINTEE and DDKONG Malware Families,3,8,1,1,1.0
2634,Hawkeye Keylogger - Reborn v8: An in-depth campaign analysis,3,0,0,0,1.0
2635,Advanced Mobile Malware Campaign in India uses Malicious MDM,3,0,0,0,1.0
2636,Attack inception: Compromised supply chain within a supply chain poses new risks,3,0,0,0,1.0
2637,Fake Maersk shipping notice phishing,3,0,0,0,1.0
2638,Leafminer: New Espionage Campaigns Targeting Middle Eastern Regions,3,0,0,0,1.0
2639,DHL-themed malspam reveals embedded malware in animated gif,3,0,0,0,1.0
2640,Turla Outlook White Paper,1,0,0,0,0.0
2641,Turla: Mosquito Whitepaper,1,0,0,0,0.0
2642,Apache Struts 2 Vulnerability (CVE-2018-11776) Exploited in CroniX Crypto-Mining Campaign,2,1,0,1,0.0
2643,PowerPool malware exploits ALPC LPE zero-day vulnerability,3,1,0,1,1.0
2645,Hide and Script: Inserted Malicious URLs within Office Documentsâ€™ Embedded Videos,3,0,0,0,1.0
2646,OceanLotus - WateringHole - Framework B 2018,1,0,0,0,0.0
2647,Beobank Phishing 20181203,3,0,0,0,1.0
2648,More Russian language malspam pushing Shade (Troldesh) ransomware,3,2,1,1,1.0
2649,Operation Comando: How to Run a Cheap and Effective Credit Card Business,2,0,0,0,0.0
2650,GlitchPOS: New PoS malware for sale,3,0,0,0,1.0
2651,Malspam pushes Emotet with Qakbot as the follow-up malware,3,0,0,0,1.0
2652,"New SLUB Backdoor Uses GitHub, Communicates via Slack",3,0,0,0,1.0
2653,New Mirai Variant Targets Enterprise Wireless Presentation & Display Systems,3,0,0,0,1.0
2654,The Norsk Hydro ransomware attack: An in-depth look,1,0,0,0,0.0
2655,Operation ShadowHammer,1,1,0,1,0.0
2656,Emotet Gang Switches to Highly Customized Templates Utilizing Stolen Email Content from Victims,3,0,0,0,1.0
2657,New HawkEye Reborn Variant Emerges Following Ownership Change,2,14,1,1,0.0
2658,DNSpionage brings out the Karkoff,3,1,0,1,1.0
2659,Technical Analysis and Solution of WebLogic Server (WLS) Component Vulnerability,1,8,1,1,0.0
2660,Sodinokibi ransomware exploits WebLogic Server vulnerability,3,1,0,1,1.0
2662,Vulnerable Apache Jenkins exploited in the wild,3,0,0,0,1.0
2664,Rig Exploit Kit sends Pitou.B Trojan,3,3,1,1,1.0
2665,"Sea Turtle keeps on swimming, finds new victims, DNS hijacking techniques",2,9,1,1,0.0
2667,"Divergent: ""Fileless"" NodeJS Malware Burrows Deep Within the Host",2,36,1,1,0.0
2668,Malspam pushing Quasar RAT,1,0,0,0,0.0
2669,An Analysis of Godlua Backdoor,3,3,1,1,1.0
2670,Mahalo FIN7: Responding to the Criminal Operatorsâ€™ New Tools and Techniques,2,1,0,1,0.0
2671,FIN6 Compromised E-commerce Platform via Magecart to Inject Credit Card Skimmers Into Thousands of Online Shops,2,0,0,0,0.0
2672,"AutoIT-compiled Negasteal/Agent Tesla, Ave Maria Delivered via Malspam",2,0,0,0,0.0
2673,Home & Small Office Wireless Routers Exploited to Attack Gaming Servers,3,1,0,1,1.0
2674,C2 With It All: From Ransomware To Carding,3,2,1,1,1.0
2675,DarkUniverse â€“ the mysterious APT framework #27,3,0,0,0,1.0
2677,Mobile Cyberespionage Campaign Distributed Through CallerSpy Mounts Initial Phase of a Targeted Attack,3,4,1,1,1.0
2678,Dridex Malware - Alert (AA19-339A),1,13,1,1,0.0
